	BreastCarcinoma(WTSI,UK)	Melanoma	Chronic lymphocytic leukaemia	Acute myeloid leukemia	Leukemia/T-ALL	T-cell ALL	BladderUrothelialCarcinoma(TCGA,US)	Myeloid leukemia	Hepatocellular carcinoma	GastricCancer(CCGC,CN)	Colorectal adenocarcinoma	LiverCancer(NCC,JP)	BreastInvasiveCarcinoma(TCGA,US)	Small cell lung cancer	Low_Grade_Glioma	Breast Cancer	RectumAdenocarcinoma(TCGA,US)	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Myeloma	Medulloblastoma	CervicalSquamousCellCarcinoma(TCGA,US)	Hypodiploid_ALL	MalignantMelanoma(WTSI,UK)	Prostate	ColonAdenocarcinoma(TCGA,US)	LiverCancer(RIKEN,JP)	ccRCC	Lung	UterineCorpusEndometrioidCarcinoma(TCGA,US)	ProstateCancer(OICR,CA)	Colorectal
hsa-miR-3127-3p	-0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.28	2.98	4.514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02	0.98	0.0	0.0	0.0	0.0	15.12	0.0	7.68	3.2	7.68	0.0
hsa-miR-3127-5p	0.02	0.0	0.0	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	-38.6766666667	-0.02	0.0	0.0	-3.26	0.0	0.0	0.0	16.47	0.0	4.62	9.3	0.0	0.91	2.91	-3.89	0.0	0.0	10.4733333333	-9.16	0.0
hsa-miR-3128	0.0	0.28	0.0	-0.53	0.0	0.0	0.0	0.0	0.0	-0.04	0.0	-0.97	0.0	0.0	0.03	0.13	0.0	0.0	-0.76	0.0	0.0	0.0	0.0	0.0	0.0	14.61	-18.252	-0.497	0.0	12.48	3.171	0.0
hsa-miR-3129-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.52	0.452	0.0	0.0	0.0	4.26	0.0	0.0	0.0	0.0	-2.38	0.0	-0.86	0.0	0.0	-0.12	7.535	0.0	0.18	1.64	-1.77	0.0
hsa-miR-3129-5p	0.0	0.0	0.0	0.0	-2.85	0.0	0.0	0.0	0.0	-7.18	1.37	5.18	-0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	1.03	3.355	10.17	0.0	-0.85	-5.22	-25.78	0.0
hsa-miR-3130-3p	0.0	0.0	0.0	0.0	0.0	0.0	5.52	0.0	0.0	0.19	8.2	-24.78	0.0	0.0	0.0	2.92	0.0	0.0	8.4	0.0	0.0	0.0	0.0	0.0	-0.02	5.47	4.55	-0.35	-4.64	-23.73	36.955	0.0
hsa-miR-3130-5p	0.0	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	0.0	14.23	-14.63	0.0	0.0	0.0	10.32	0.0	0.0	0.0	0.0	0.68	0.0	-2.91	0.0	0.0	-28.8	7.5	6.595	0.0	-9.8	-3.04	0.0
hsa-miR-3131	-2.51	0.0	-0.04	0.0	0.0	0.0	-6.41	0.0	0.0	0.0	0.0	38.15	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8266666667	0.0	0.0	-51.125	0.0	0.0
hsa-miR-3132	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	20.08	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.3	0.0	-0.01	0.0	-1.12	0.0	3.17	0.0	-11.63	1.66	-19.51	0.0
hsa-miR-3133	1.04	5.69	0.29	0.0	0.0	0.0	0.27	-4.42	0.0	-1.47	1.481	-15.4999038462	0.0	1.66	0.0	2.26	0.0	0.0	0.07	0.0	-0.79	0.0	1.05	0.0	-0.41	7.828	-12.4516666667	0.15	-0.84	10.0266666667	-2.82	0.0
hsa-miR-3134	0.0	-3.64	0.0	0.0	-0.571111111111	2.24	-1.01	1.51	-5.78	0.0	-0.4	3.37	0.0	0.0	0.0	2.84	0.0	0.0	0.0	8.49	4.38	0.0	0.0	-0.835	7.42	3.09	-17.8266666667	0.0	2.75	3.12	11.42	0.0
hsa-miR-3135a	0.0	-4.37	0.0	0.0	-2.19	0.0	0.0	0.0	0.0	7.98	-5.744	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14	-10.6014285714	0.0	0.13	0.0	-16.665	0.0
hsa-miR-3135b	1.122	-1.56	0.0	0.0	6.28	0.0	-4.59	0.0	0.0	-1.41	-7.91	-26.0733333333	0.0	-0.3	0.0	0.33	0.0	0.0	0.0	0.0	-2.57	0.0	-0.29	0.0	-9.99	-19.0	-19.93	0.0	2.66	-8.51	116.458333333	-0.43
hsa-miR-3136-3p	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.13	0.0	8.71	12.035	0.0	0.0	0.0	-5.37	0.0	-4.86	0.0	0.0	-0.01	0.0	0.01	0.0	0.0	-6.38	47.463	-0.13	-6.7	-3.34	0.72	0.0
hsa-miR-3136-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	-3.07	33.28	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.325	0.0	0.0	9.5	2.16	0.0
hsa-miR-3137	-1.33	0.0	0.0	0.0	-13.54	0.0	0.0	0.0	0.0	4.82	7.58	27.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.92	0.0	0.0	0.0	0.0	0.0	0.0	11.34	-5.84	0.0	0.0	2.12	2.335	0.0
hsa-miR-3138	0.0	0.0	0.0	0.0	0.0	0.0	5.58	0.0	0.0	12.24	4.9	8.87	0.0	0.0	-0.02	0.01	0.0	0.0	-0.08	0.0	0.36	0.0	0.0	0.0	0.0	0.61	9.91	0.0	0.0	5.02	0.83	0.0
hsa-miR-3139	0.0	0.01	-0.04	0.0	19.68	0.0	0.0	0.0	0.0	0.29	-0.15	-17.185	0.0	-0.04	0.0	0.0	0.0	0.0	3.33	0.0	0.12	0.0	0.0	0.0	0.0	5.19	-10.92	0.01	-5.38	-3.45	-7.985	0.0
hsa-miR-3140-3p	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31	-13.08	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.06	-0.01	0.0	0.0	0.0	0.0	1.325	6.88	0.0	0.0	4.26	2.147	0.17
hsa-miR-3140-5p	0.0	0.51	0.0	0.0	0.0	0.0	0.28	0.0	-0.16	0.98	-0.22	26.49	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05	-2.254	0.0	3.85	-2.073	-3.378	0.0
hsa-miR-3141	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.35	0.0	-17.34	-0.36	0.0	0.0	0.0	0.0	-0.24	0.0	0.0	-6.07	-0.01	0.0	0.0	-18.83	0.0	11.48	-0.9	0.0	-0.2	10.0	0.0
hsa-miR-3142	3.45	3.99	0.0	0.0	0.0	0.0	-1.78	0.0	0.98	-5.5	-0.45	-27.7733333333	0.0	0.0	0.0	-3.7	0.0	0.0	0.0	0.0	0.0	0.0	2.63	0.0	0.526	0.1	-21.46	0.0	0.0	-11.44	5.76	0.0
hsa-miR-3143	1.11125	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	3.93	4.709	-4.5825	0.0	-0.22	0.0	-0.07	0.76	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.225	0.0	-8.42	0.0	-1.0025	26.765	4.87	0.0
hsa-miR-3144-3p	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	-3.2	0.0	0.0	-10.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12	0.0	0.0	0.0	0.0	0.0	7.2425	0.0	0.01	-0.64	2.97	0.0
hsa-miR-3144-5p	0.0	-10.03	0.0	0.0	0.0	-5.14	0.0	0.0	0.0	0.0	-4.02	10.7221428571	0.0	0.0	0.0	0.0	0.0	-4.61	0.0	0.0	-0.26	0.0	-2.97	0.0	0.0	-0.54	-15.7407692308	0.0	0.0	-0.21	-2.11	0.0
hsa-miR-3145-3p	-0.02	0.0	0.0	0.0	-3.34	0.0	0.0	-0.03	0.0	0.0	4.27	-19.9465277778	0.0	0.0	0.0	-0.34	0.09	-1.26	0.0	0.0	-8.881784197e-16	0.0	-0.58	0.0	-0.01	0.85	-18.004	0.0	-0.01	6.57	-7.07	0.0
hsa-miR-3145-5p	0.0	1.53	0.0	0.0	0.0	0.0	8.28	0.0	-1.66	0.0	-7.22	9.0546	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	-5.37	0.0	0.0	0.0	0.0	2.3	-9.17142857143	-1.14	0.0	1.28	-0.09	0.0
hsa-miR-3146	0.21	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	1.17	0.14	17.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	-9.16	0.0	0.0	-2.58	-37.85	0.0
hsa-miR-3147	8.69	8.08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	-0.4	26.62	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	-0.29	0.0	4.95	0.16	4.14	0.0	-2.05	20.4733333333	-31.594	0.0
hsa-miR-3148	2.04	-4.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.4	-42.5690512821	0.0	0.0	0.0	-4.07	0.0	0.0	0.0	0.0	6.37	0.0	8.0	0.0	-0.03	1.93	-6.16833333333	0.0	-7.81666666667	1.015	-2.54	0.29
hsa-miR-3149	0.0	0.01	0.0	0.0	-2.22	0.0	0.0	0.0	0.0	-4.35	1.93	13.6163333333	0.61	0.0	0.0	8.61	0.0	0.0	0.0	0.0	10.5	0.0	-0.04	0.0	0.0	0.0	-22.4126666667	-7.1	0.02	7.38	14.94	0.0
hsa-miR-3150a-3p	0.0	-4.39666666667	0.0	-1.64	0.205	-0.07	-0.38	0.0	0.0	3.23	1.51	7.1325	0.0	0.0	0.0	-0.38	0.0	-0.29	0.0	0.0	0.0	0.0	0.03	0.0	7.68	19.68	-6.0175	0.0	1.685	-1.13	-5.3	0.0
hsa-miR-3150a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37	0.0	3.6	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	1.6	-6.14	0.0	5.77	4.62	13.904	0.0
hsa-miR-3150b-3p	4.52	0.04	0.0	0.0	-1.28	0.0	-0.15	0.0	0.0	-7.26	0.04	-5.605	0.0	1.26	0.19	0.0	0.0	0.0	0.0	0.0	-6.53	0.0	-0.92	0.0	0.0	15.94	-22.575	0.0	15.99	-9.78	-15.94	0.0
hsa-miR-3150b-5p	0.0	0.0	0.0	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.0	1.97	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.02	0.0	0.17	1.57	-10.7	0.0
hsa-miR-3151	0.0	-11.62	0.0	0.0	-0.29	-0.03	-0.01	0.0	0.0	0.0	-3.5527136788e-15	37.185	0.0	0.0	0.0	-8.54	0.0	0.0	-9.04692307692	0.3	2.26	0.0	2.38	13.67	0.22	-4.98	14.29	-0.01	12.66	0.78	-27.78	0.0
hsa-miR-3152-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.39	12.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21	-0.12	10.41	0.0	-0.71	5.61	-10.2	0.0
hsa-miR-3152-5p	0.0	8.97	-0.04	0.0	0.0	0.0	-0.04	0.0	-0.01	-0.36	-1.95	-11.765	-0.15	0.0	0.0	0.02	0.0	0.0	0.0	1.3	5.07	0.0	0.0	0.0	0.0	2.565	0.113333333333	0.0	0.0	-7.32	-4.6426	-0.04
hsa-miR-3153	0.15	-12.07	-3.5	0.0	0.0	0.0	6.51	0.0	-1.35	0.0	3.81	-25.015	0.0	-0.54	0.0	-1.75	0.0	0.0	-0.01	0.0	-1.8	0.0	-5.96	0.0	-0.1	0.01	-15.08	-1.05	4.96	9.75	-3.19	0.0
hsa-miR-3154	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.13	0.0	0.34	61.9191666667	1.09	0.0	0.0	-2.3	0.0	-2.75	0.0	4.12	-1.59	0.0	-0.13	-1.64	0.0	-2.11	1.525	0.0	0.0	-0.36	-10.62	0.0
hsa-miR-3155a	-0.01	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	1.26	0.09	-15.27	0.0	0.0	0.0	-0.29	0.0	0.98	0.0	0.94	0.01	0.0	0.0	0.0	0.0	-0.87	4.15	0.0	-0.2	-12.445	49.2133333333	0.0
hsa-miR-3155b	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	1.24	0.09	-12.01	0.0	0.0	0.0	-0.41	0.0	0.98	0.0	0.94	0.0	0.0	0.0	0.0	0.01	-1.76	3.4	0.0	-0.57	-10.405	58.0313333333	0.0
hsa-miR-3156-3p	0.0	0.553333333333	0.46	0.0	0.0	0.0	3.72	14.52	0.0	1.18	-2.13	19.982	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	-0.18	0.0	-0.22	0.0	0.0	3.9	-12.1266666667	0.0	0.0	3.75	-47.74	0.0
hsa-miR-3156-5p	-0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	-3.4975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.34	0.0	0.0	0.27	6.09666666667	1.33	0.0	-11.26	-0.11	0.0
hsa-miR-3157-3p	-6.58	0.0	0.0	0.0	-2.96	0.0	0.0	0.0	0.0	-2.3	2.31	2.26333333333	0.0	0.0	0.0	0.01	2.8	0.0	-0.7	0.0	0.0	0.0	0.0	0.0	0.0	-0.412	-22.755	0.626923076923	-1.47	-13.53	-8.88	0.0
hsa-miR-3157-5p	0.0	0.0	0.0	0.0	-0.05	0.0	-4.39	0.0	0.0	0.02	-1.57	-24.905	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.495	13.935	0.0	0.156666666667	2.45	16.88	0.0
hsa-miR-3158-3p	0.0	-1.96	0.0	0.0	0.0	0.01	-0.02	0.0	0.0	5.37	-0.01	-3.47	0.0	0.0	0.0	-0.03	0.0	0.0	0.0	5.33	0.0	-0.01	0.0	0.0	0.02	0.0	0.71	0.0	-13.02	2.34	-0.29	0.0
hsa-miR-3158-5p	0.0	0.0	0.0	0.0	2.27	-0.01	0.0	0.0	0.0	0.83	3.68	-3.27523809524	0.0	0.0	0.0	0.05	0.0	0.01	0.0	14.1	-1.52	0.0	0.0	0.0	0.0	0.0	9.472	-0.3	0.0	5.24666666667	-3.02	0.0
hsa-miR-3159	0.0	1.76	0.0	0.0	0.0	0.0	-0.02	0.14	0.0	0.0	0.0	38.6755555556	0.0	0.0	0.0	-0.07	0.0	0.0	15.5353846154	0.0	0.02	0.0	0.0	0.0	0.0	-1.31	-7.99	0.0	0.0	7.1	27.4233333333	0.0
hsa-miR-3160-3p	0.0	-7.62	-0.73	2.22	0.01	0.0	-0.01	0.0	0.0	0.01	-4.76	-1.76	0.0	0.0	0.02	2.11	2.01	0.0	0.0	0.0	-0.22	0.0	0.0	0.0	0.0	0.0	0.195833333333	-2.385	-14.91	-7.52	0.43	0.0
hsa-miR-3160-5p	0.0	4.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	-11.03	-5.87	0.0	-1.85	0.0	-0.01	0.0	0.0	0.0	0.0	-1.15	0.0	0.45	0.0	0.04	-1.85	4.37333333333	0.0	0.0	-14.11	-1.94	0.0
hsa-miR-3161	0.0	0.0	0.0	-3.37	-0.01	0.0	0.0	0.0	0.0	-3.86	1.51	-4.63	0.0	1.13	0.0	-3.65	-11.04	0.0	0.0	0.0	1.19	0.0	-1.62	0.0	0.0	0.0	0.94	0.0	-0.1	14.35	2.65	0.0
hsa-miR-3162-3p	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	20.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.71	-11.11	0.0	0.0	0.46	-2.22	10.48
hsa-miR-3162-5p	0.0	-0.08	0.0	0.0	0.0	0.0	10.55	0.0	0.0	0.0	14.94	-15.97	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	1.86	-3.97	8.92	0.0	8.9	-1.89	-16.07	0.0
hsa-miR-3163	0.0	1.56	-0.05	0.0	0.0	0.0	0.0	0.0	0.0	1.63	10.2	-24.1269583333	0.0	0.0	0.0	-0.18	-1.27	0.0	0.0	0.0	0.25	0.0	0.02	0.0	1.69	7.62	1.91214285714	-0.26	3.9075	5.29	5.25	0.0
hsa-miR-3164	0.0	-0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.71	0.0	0.0	-5.37	0.2	0.0	1.07	0.0	0.0	1.77	0.0	0.0	0.0	0.0	4.692	20.03	0.0	0.0	8.87	-4.48	-1.9
hsa-miR-3165	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	-0.05	-0.03	7.7475	0.0	0.0	0.0	-0.04	0.0	0.0	0.0	0.0	-3.31	0.0	0.0	12.5733333333	0.0	-2.81	-3.13	0.0	0.0	-4.25	-7.91	0.0
hsa-miR-3166	0.0	0.0	0.0	0.0	7.59	0.0	4.97	0.0	-1.51	11.62	-0.21	6.35233333333	0.0	0.0	-0.33	-8.24	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	32.272	-2.73	0.0	6.19	-13.54	0.0
hsa-miR-3167	0.0	-0.77	0.0	0.0	0.0	-0.08	0.52	0.0	0.0	0.0	0.7	18.0166666667	0.0	0.0	0.0	6.63	0.6	0.0	-0.260769230769	0.0	0.0	0.0	-0.74	0.0	0.0	-5.71	-31.281	0.0	0.0	-7.873	-8.4055	0.0
hsa-miR-3168	0.0	9.68	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	-4.13	1.48	1.17	0.0	-2.76	0.0	0.05	0.0	0.0	-0.16	0.0	0.89	0.0	0.0	0.0	0.0	2.08	-17.971	0.0	1.52	8.35	12.175	0.0
hsa-miR-3169	-0.04	-0.25	0.0	0.0	-1.20333333333	0.0	0.85	0.0	0.0	-4.17	-0.86	18.0147777778	0.0	0.0	0.0	-2.06	0.0	0.0	0.0	0.0	-0.00333333333333	0.0	0.0	0.0	-0.03	1.8325	3.41	0.0	-0.88	-3.425	-11.44	0.0
hsa-miR-3170	-0.78	0.57	0.0	0.0	1.29	0.0	0.34	0.41	0.52	0.0	6.14	27.605	0.0	-0.01	0.0	0.0	0.0	0.24	-0.04	0.0	0.93	0.0	0.0	0.0	-0.816666666667	4.35	5.45	0.0	0.33	-0.01	1.425	0.0
hsa-miR-3171	0.92	0.0	0.0	0.11	1.15	0.0	0.0	0.0	0.0	-4.19	-2.81	-6.075	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	-0.01	0.0	0.0	1.4	4.97538461538	0.0	0.0	8.46	-0.13	0.0
hsa-miR-3173-3p	0.11	3.49	5.39	0.0	0.15	0.0	8.0	0.0	0.0	0.01	0.45	-6.5525	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	-4.24	0.0	1.68	0.0	0.0	-9.77	-3.27383333333	0.0	-0.89	-1.435	2.095	0.0
hsa-miR-3173-5p	0.0	0.0	0.0	0.0	0.0	-0.9	0.0	0.0	0.0	-10.81	16.51	42.535	0.0	-0.98	0.0	6.62	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28	0.0	-7.735	0.0569230769231	6.96	-4.86	2.0	0.0
hsa-miR-3174	0.06	3.82	0.0	0.0	0.0	0.0	0.0	0.0	9.05	0.0	-0.63	8.09	0.0	0.01	0.0	7.59	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.555	2.04	0.0	0.0	0.09	13.15	0.0
hsa-miR-3175	0.0	-6.24	0.0	0.0	0.06	0.0	-0.12	0.0	-0.65	0.64	0.49	-38.6	0.0	0.0	0.0	2.968	0.0	0.0	0.0	0.0	-0.8	0.0	-6.82	0.0	6.85	5.03	6.865	0.0	-3.05	-6.64	-2.14	0.0
hsa-miR-3176	0.0	-4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.84	17.42	-9.35	0.0	0.0	-8.13	0.0	0.0	-10.24	0.0	-6.2975	0.0	0.02	0.0	0.47	10.48	-9.785	-2.77	-0.84	-0.46	23.29	0.0
hsa-miR-3177-3p	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.02	-17.09	0.0	0.0	0.0	3.66	0.0	0.0	0.0	0.0	0.0	0.0	-0.51	0.0	0.0	0.0	-5.65	0.0	-0.07	-9.57	-3.11	0.0
hsa-miR-3177-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.01	-0.78	3.13	0.0	0.0	-0.93	6.46	0.0	0.0	0.0	0.0	0.62	0.0	-0.93	0.0	3.61	0.17	1.20666666667	0.0	-0.58	-1.74	-2.12	0.97
hsa-miR-3178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.05	0.01	-48.405	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	-5.23	0.0	0.0	0.0	0.0	-0.07	1.15	-1.67	0.1475	-12.91	1.21	0.0
hsa-miR-3179	0.0	-10.46	0.0	0.0	0.0	0.0	0.0	0.0	-0.07	-0.33	10.84	-12.6875	0.0	-0.14	0.0	6.15	4.68	-0.01	0.0	0.0	0.44	0.0	0.0	0.0	0.0	1.33	3.597	0.0	-7.8	-1.28	-10.14	0.0
hsa-miR-3180	0.0	0.4	0.0	0.0	2.49	0.0	0.0	0.0	1.5	0.03	1.77	-29.81	0.0	0.0	0.0	0.0	0.0	0.0	-0.58	0.0	-5.89	0.0	0.0	0.0	-2.23	1.17	-24.81	-1.49	-3.92	-12.28	-1.88	0.0
hsa-miR-3180-3p	0.0	0.4	0.0	0.0	2.52	0.0	0.0	0.0	0.27	0.03	3.91	-49.5116666667	0.0	0.0	0.0	0.01	0.0	0.0	-0.58	0.0	-5.82333333333	0.0	0.0	0.0	-2.08	-3.555	-15.2	-1.81	-3.59	-13.3	-3.88	0.0
hsa-miR-3180-5p	-4.6	11.98	0.0	0.0	0.0	0.0	-0.04	0.0	0.0	2.99	-0.02	2.81	0.0	0.0	0.0	0.32	0.0	0.0	0.16	0.0	-0.19	0.0	0.01	0.0	-0.01	6.15	24.685	0.0	-3.84	-23.62	-43.7	0.0
hsa-miR-3181	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.0	0.01	11.01	0.0	0.0	0.0	0.0	0.0	-0.03	0.0	0.0	0.3225	0.0	0.0	0.0	0.0	1.69	-3.09	0.0	0.0	7.15	-10.17	0.0
hsa-miR-3182	0.786666666667	0.0	0.0	0.0	0.0	0.8	-0.64	0.0	0.0	0.0	6.45	-8.70833333333	0.0	0.0	0.0	0.11	-1.205	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	-10.72	-0.91	1.13	3.75	-11.855	-5.32	0.0
hsa-miR-3183	1.16	7.1875	0.0	0.0	-3.29	1.25	-1.65	0.0	0.0	-4.05	-3.73	-1.16	0.0	1.44	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	7.335	-3.97	-13.43	-2.505	-69.65	0.0
hsa-miR-3184-3p	-0.08	0.0	0.0	0.0	-0.02	0.0	0.0	0.0	0.0	0.0	0.0	-12.9233333333	0.0	0.0	0.0	6.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.31	0.0	2.58	-4.63	35.75	0.0
hsa-miR-3184-5p	0.0	-0.01	0.0	0.0	0.0	0.0	2.94	0.0	0.0	0.01	1.89	-5.34083333333	0.0	-3.49	0.0	3.69	0.0	-0.21	0.0	0.0	-4.03	2.18	0.0	0.0	0.0	0.0	-11.29	0.0	-2.54	0.37	8.86	0.0
hsa-miR-3185	3.89	0.8	0.0	0.0	-1.39	0.0	0.0	0.0	0.0	3.18	-2.47	-6.22428571429	0.0	0.0	0.0	7.05	0.0	0.0	-0.37	0.0	-0.2	0.0	3.03	0.0	0.0	20.91	-15.7033333333	0.0	0.0	-25.3266666667	-2.53	0.0
hsa-miR-3186-3p	0.0	0.0	0.0	0.0	0.0	-0.085	0.0	0.0	0.0	0.0	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	-8.33	5.68	0.0
hsa-miR-3186-5p	2.31	0.0	0.0	0.0	4.16	0.0	-1.49	-0.07	0.0	-0.15	-0.07	-23.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.56	0.0	0.0	0.0	0.0	-0.01	-5.56	0.0	0.0	-5.52	98.41	0.0
hsa-miR-3187-3p	-0.02	-0.29	0.0	0.0	0.0	0.0	-0.02	0.0	0.0	-6.8	3.18	-22.69	0.51	0.0	0.0	0.0	0.0	0.0	-7.67	0.0	0.0	0.0	0.04	0.0	12.25	-4.86	-37.55	0.0	0.0	-14.16	23.12	0.0
hsa-miR-3187-5p	-0.01	-3.51	0.0	3.67	0.0	0.0	-3.39	0.0	0.0	0.0	6.81	-26.059	0.0	0.0	0.0	0.0	-0.31	0.0	0.0	0.0	0.53	0.0	-0.48	0.0	0.29	0.74	-2.21	0.0	-6.84	-24.68	-2.85	0.0
hsa-miR-3188	5.68	-0.47	0.0	0.0	1.33	0.0	0.0	0.0	5.12	0.6	-1.65333333333	-49.555	0.0	0.0	0.0	-7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.93	0.0	0.0	-0.793333333333	76.98	0.0
hsa-miR-3189-3p	0.0	12.49	0.0	0.0	0.0	3.38	-2.27	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	2.58	0.0	0.13	0.0	0.0	-1.48	0.0	0.0	0.0	0.0	-0.8	2.43	0.0	8.76	-2.46	0.553333333333	0.0
hsa-miR-3189-5p	0.0	0.64	0.0	0.0	0.0	0.0	0.04	-0.05	-0.34	0.0	0.01	-38.9	0.0	-2.53	0.0	-0.07	4.72	0.0	0.0	0.0	-19.63	0.0	0.0	0.0	0.0	5.68	7.395	-0.66	0.08	-40.48	23.89	0.0
hsa-miR-3190-3p	-0.26	0.13	0.0	0.0	0.0	0.0	-5.19333333333	0.0	0.0	0.6	5.34	6.04333333333	0.0	0.0	-0.12	0.0	0.0	0.0	0.0	0.0	-0.07	0.0	0.08	0.0	0.0	-0.01	-13.4277777778	0.0	0.0	0.09	-20.64	0.0
hsa-miR-3190-5p	0.0	5.29	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	-5.93	-33.19	-2.77	0.0	0.0	-7.27	0.0	-1.45	-9.8	0.0	-3.7175	0.0	-0.5	0.0	0.0	19.68	-29.58	0.0	-4.41	-6.5	103.025	0.0
hsa-miR-3191-3p	0.0	-4.53333333333	0.0	0.0	0.0	0.01	-0.08	0.0	0.0	0.0	0.4	-17.255	0.0	0.0	0.0	0.32	0.0	-0.1	0.0	0.0	3.2	0.0	1.36	0.0	-0.03	11.28	30.83	0.0	-8.75	-5.53	8.48	0.0
