	Genesymbol	miRNA	Cancertype	Targetsiteclass
22914	FHIT	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
22985	LRIG3	hsa-miR-4469	LiverCancer(RIKEN,JP)	Created
22986	LRIG3	hsa-miR-4469	LiverCancer(RIKEN,JP)	Created
23004	TP63	hsa-miR-4666b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
23005	TP63	hsa-miR-4666b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
23017	AKAP12	hsa-miR-4252	ProstateCancer(OICR,CA)	Created
23018	AKAP12	hsa-miR-4252	ProstateCancer(OICR,CA)	Created
23086	HIPK2	hsa-miR-3679-3p	ColonAdenocarcinoma(TCGA,US)	Created
23106	ASCL1	hsa-miR-4512	LiverCancer(NCC,JP)	Disrupted
23292	INPP4B	hsa-miR-4325	LiverCancer(RIKEN,JP)	Created
23293	INPP4B	hsa-miR-507	LiverCancer(RIKEN,JP)	Created
23294	INPP4B	hsa-miR-557	LiverCancer(RIKEN,JP)	Created
23295	INPP4B	hsa-miR-4325	LiverCancer(RIKEN,JP)	Created
23296	INPP4B	hsa-miR-507	LiverCancer(RIKEN,JP)	Created
23297	INPP4B	hsa-miR-557	LiverCancer(RIKEN,JP)	Created
23320	TNFRSF10A	hsa-miR-4680-5p	ProstateCancer(OICR,CA)	Created
23332	TCTA	hsa-miR-3689f	LiverCancer(RIKEN,JP)	Created
23347	FOXO4	hsa-miR-4519	LiverCancer(NCC,JP)	Created
23348	FOXO4	hsa-miR-4519	LiverCancer(NCC,JP)	Created
23370	EPHB4	hsa-miR-1343	LiverCancer(RIKEN,JP)	Created
23373	TNFRSF10B	hsa-miR-648	LiverCancer(RIKEN,JP)	Created
23374	TNFRSF10B	hsa-miR-648	LiverCancer(RIKEN,JP)	Created
23406	SMAD2	hsa-miR-2054	LiverCancer(RIKEN,JP)	Created
23431	ING5	hsa-miR-92a-3p	ProstateCancer(OICR,CA)	Created
23491	BNIP3L	hsa-miR-634	LiverCancer(RIKEN,JP)	Created
23536	AKAP12	hsa-miR-1227	ProstateCancer(OICR,CA)	Created
23537	AKAP12	hsa-miR-1227	ProstateCancer(OICR,CA)	Created
23541	NAPEPLD	hsa-miR-1305	ColonAdenocarcinoma(TCGA,US)	Created
23649	FBXL13	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
23650	FBXL13	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
23716	ING1	hsa-miR-299-5p	LiverCancer(NCC,JP)	Created
23717	ING1	hsa-miR-299-5p	LiverCancer(NCC,JP)	Created
23718	ING1	hsa-miR-299-5p	LiverCancer(NCC,JP)	Created
23719	ING1	hsa-miR-299-5p	LiverCancer(NCC,JP)	Created
23723	NOTCH1	hsa-miR-2682-3p	LiverCancer(NCC,JP)	Created
23833	SYK	hsa-miR-624-5p	LiverCancer(RIKEN,JP)	Created
23834	SYK	hsa-miR-624-5p	LiverCancer(RIKEN,JP)	Created
23835	SYK	hsa-miR-624-5p	LiverCancer(RIKEN,JP)	Created
23836	SYK	hsa-miR-624-5p	LiverCancer(RIKEN,JP)	Created
23854	MUC1	hsa-miR-609	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
23855	MUC1	hsa-miR-609	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
23856	MUC1	hsa-miR-609	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
24089	RASSF8	hsa-miR-3116	LiverCancer(RIKEN,JP)	Created
24090	RASSF8	hsa-miR-3116	LiverCancer(RIKEN,JP)	Created
24091	RASSF8	hsa-miR-3116	LiverCancer(RIKEN,JP)	Created
24136	HTRA3	hsa-miR-3607-5p	LiverCancer(RIKEN,JP)	Created
24232	PML	hsa-miR-4689	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
24247	ETV6	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Disrupted
24274	CAMTA1	hsa-miR-147a	ProstateCancer(OICR,CA)	Created
24325	ANXA7	hsa-miR-1277-3p	LiverCancer(RIKEN,JP)	Created
24326	ANXA7	hsa-miR-1277-3p	LiverCancer(RIKEN,JP)	Created
24346	TCF7L2	hsa-miR-4762-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
24347	TCF7L2	hsa-miR-4762-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
24382	PML	hsa-miR-4689	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
24389	ARL11	hsa-miR-93-5p	ProstateCancer(OICR,CA)	Created
24390	XAF1	hsa-miR-4312	ProstateCancer(OICR,CA)	Created
24391	XAF1	hsa-miR-4312	ProstateCancer(OICR,CA)	Created
24395	MTSS1	hsa-miR-505-3p	LiverCancer(RIKEN,JP)	Created
24432	CABLES2	hsa-miR-4725-3p	LiverCancer(RIKEN,JP)	Created
24584	CHEK1	hsa-miR-658	ProstateCancer(OICR,CA)	Created
24717	RBL2	hsa-miR-16-2-3p	ColonAdenocarcinoma(TCGA,US)	Created
24824	FHIT	hsa-miR-3196	LiverCancer(NCC,JP)	Disrupted
24837	PTPRJ	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
24891	OPCML	hsa-miR-1183	LiverCancer(RIKEN,JP)	Created
24892	OPCML	hsa-miR-1183	LiverCancer(RIKEN,JP)	Created
24905	DNAJC11	hsa-miR-30c-1-3p	LiverCancer(NCC,JP)	Disrupted
24948	CHEK1	hsa-miR-485-5p	ProstateCancer(OICR,CA)	Created
24957	TCTA	hsa-miR-1306-5p	LiverCancer(RIKEN,JP)	Created
25040	RBM14	hsa-miR-210	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
25041	RBM14	hsa-miR-210	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
25049	CUL2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
25050	CUL2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
25051	CUL2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
25052	CUL2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
25128	MT1G	hsa-miR-3115	GastricCancer(CCGC,CN)	Created
25223	ING5	hsa-miR-4261	LiverCancer(RIKEN,JP)	Created
25228	XAF1	hsa-miR-452-3p	LiverCancer(NCC,JP)	Created
25229	XAF1	hsa-miR-452-3p	LiverCancer(NCC,JP)	Created
25232	CDKN2A	hsa-miR-3937	LiverCancer(NCC,JP)	Created
25341	RBM14	hsa-miR-648	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
25342	RBM14	hsa-miR-648	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
25373	TCTA	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
25394	RASSF8	hsa-miR-3148	LiverCancer(NCC,JP)	Created
25416	HIPK2	hsa-miR-1913	ColonAdenocarcinoma(TCGA,US)	Disrupted
25438	SEC14L2	hsa-miR-4714-5p	LiverCancer(NCC,JP)	Created
25439	SEC14L2	hsa-miR-4714-5p	LiverCancer(NCC,JP)	Created
25473	MUC1	hsa-miR-599	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
25474	MUC1	hsa-miR-599	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
25475	MUC1	hsa-miR-599	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
25583	TP53	hsa-miR-1178	LiverCancer(NCC,JP)	Created
25584	TP53	hsa-miR-1178	LiverCancer(NCC,JP)	Created
25630	RARRES3	hsa-miR-711	LiverCancer(NCC,JP)	Disrupted
25643	ARHGEF12	hsa-miR-451a	BreastCarcinoma(WTSI,UK)	Created
25644	ARHGEF12	hsa-miR-451a	BreastCarcinoma(WTSI,UK)	Created
25646	PPP2R1B	hsa-miR-4435	ProstateCancer(OICR,CA)	Created
25647	PPP2R1B	hsa-miR-4435	ProstateCancer(OICR,CA)	Created
25648	PPP2R1B	hsa-miR-4435	ProstateCancer(OICR,CA)	Created
25684	KDM3B	hsa-miR-3667-3p	BreastCarcinoma(WTSI,UK)	Created
25740	CDKN2A	hsa-miR-4671-3p	LiverCancer(NCC,JP)	Created
25767	ANP32A	hsa-miR-5589-5p	LiverCancer(RIKEN,JP)	Created
25887	PCDH10	hsa-miR-10a-3p	LiverCancer(RIKEN,JP)	Created
25932	CAMTA1	hsa-miR-147a	ProstateCancer(OICR,CA)	Created
25960	NKX3-1	hsa-miR-5706	LiverCancer(RIKEN,JP)	Created
25961	NKX3-1	hsa-miR-5706	LiverCancer(RIKEN,JP)	Created
26004	GJB2	hsa-miR-3116	LiverCancer(RIKEN,JP)	Created
26016	SEC14L2	hsa-miR-3664-5p	LiverCancer(NCC,JP)	Created
26017	SEC14L2	hsa-miR-3664-5p	LiverCancer(NCC,JP)	Created
26060	PPP1CA	hsa-miR-193a-3p	LiverCancer(NCC,JP)	Created
26061	PPP1CA	hsa-miR-193a-3p	LiverCancer(NCC,JP)	Created
26062	PPP1CA	hsa-miR-193a-3p	LiverCancer(NCC,JP)	Created
26081	NGFR	hsa-miR-147a	ProstateCancer(OICR,CA)	Created
26098	HOPX	hsa-miR-1909-5p	LiverCancer(NCC,JP)	Created
26117	PAX4	hsa-miR-4673	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
26190	APAF1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
26191	APAF1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
26192	APAF1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
26193	APAF1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
26245	KDM3B	hsa-miR-202-5p	BreastCarcinoma(WTSI,UK)	Created
26271	HIPK2	hsa-miR-4478	LiverCancer(NCC,JP)	Disrupted
26275	PML	hsa-miR-4316	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
26295	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26296	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26297	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26298	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26299	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26300	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26301	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26302	FOXP1	hsa-miR-183-5p	LiverCancer(RIKEN,JP)	Created
26321	PCDH10	hsa-miR-3612	LiverCancer(NCC,JP)	Disrupted
26322	HOPX	hsa-miR-371a-3p	LiverCancer(NCC,JP)	Created
26375	DLG1	hsa-miR-1322	LiverCancer(NCC,JP)	Created
26376	DLG1	hsa-miR-1322	LiverCancer(NCC,JP)	Created
26377	DLG1	hsa-miR-1322	LiverCancer(NCC,JP)	Created
26378	DLG1	hsa-miR-1322	LiverCancer(NCC,JP)	Created
26379	DLG1	hsa-miR-1322	LiverCancer(NCC,JP)	Created
26380	TP53	hsa-miR-624-3p	LiverCancer(NCC,JP)	Created
26381	TP53	hsa-miR-624-3p	LiverCancer(NCC,JP)	Created
26413	EIF2AK2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
26414	EIF2AK2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
26415	EIF2AK2	hsa-miR-532-5p	ProstateCancer(OICR,CA)	Created
26481	CHEK1	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
26491	STARD13	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
26492	STARD13	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
26493	STARD13	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
26494	STARD13	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
26554	RASSF5	hsa-miR-20a-3p	LiverCancer(NCC,JP)	Created
26555	RASSF5	hsa-miR-20a-3p	LiverCancer(NCC,JP)	Created
26690	HPGD	hsa-miR-409-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
26921	NF1	hsa-miR-10b-3p	LiverCancer(RIKEN,JP)	Created
26922	NF1	hsa-miR-10b-3p	LiverCancer(RIKEN,JP)	Created
26939	NDN	hsa-miR-616-5p	LiverCancer(NCC,JP)	Created
26969	TRIM13	hsa-miR-548aw	LiverCancer(RIKEN,JP)	Created
26970	TRIM13	hsa-miR-548aw	LiverCancer(RIKEN,JP)	Created
26971	TRIM13	hsa-miR-548aw	LiverCancer(RIKEN,JP)	Created
26972	TRIM13	hsa-miR-548aw	LiverCancer(RIKEN,JP)	Created
27003	TP53	hsa-miR-1178	LiverCancer(NCC,JP)	Created
27004	TP53	hsa-miR-1178	LiverCancer(NCC,JP)	Created
27040	CDKN2D	hsa-miR-4649-3p	LiverCancer(NCC,JP)	Disrupted
27041	CDKN2D	hsa-miR-4649-3p	LiverCancer(NCC,JP)	Disrupted
27086	PDCD4	hsa-miR-3646	LiverCancer(NCC,JP)	Created
27087	PDCD4	hsa-miR-3646	LiverCancer(NCC,JP)	Created
27088	PDCD4	hsa-miR-3646	LiverCancer(NCC,JP)	Created
27134	IL24	hsa-miR-324-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
27155	SMAD2	hsa-miR-4421	ProstateCancer(OICR,CA)	Created
27156	SMAD2	hsa-miR-4421	ProstateCancer(OICR,CA)	Created
27157	SMAD2	hsa-miR-4421	ProstateCancer(OICR,CA)	Created
27176	CTBP2	hsa-miR-4433-3p	LiverCancer(NCC,JP)	Created
27177	CTBP2	hsa-miR-4433-3p	LiverCancer(NCC,JP)	Created
27178	CTBP2	hsa-miR-4433-3p	LiverCancer(NCC,JP)	Created
27217	CDKN2A	hsa-miR-510	LiverCancer(NCC,JP)	Created
27227	PML	hsa-miR-4299	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
27311	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
27312	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
27313	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
27314	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
27380	GJA1	hsa-miR-4738-3p	LiverCancer(NCC,JP)	Created
27403	KIF1B	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
27410	PPP2R4	hsa-miR-3165	LiverCancer(RIKEN,JP)	Created
27411	PPP2R4	hsa-miR-3165	LiverCancer(RIKEN,JP)	Created
27412	PPP2R4	hsa-miR-3165	LiverCancer(RIKEN,JP)	Created
27413	PPP2R4	hsa-miR-3165	LiverCancer(RIKEN,JP)	Created
27414	PPP2R4	hsa-miR-3165	LiverCancer(RIKEN,JP)	Created
27456	XAF1	hsa-miR-4424	ProstateCancer(OICR,CA)	Created
27457	XAF1	hsa-miR-4424	ProstateCancer(OICR,CA)	Created
27516	ING5	hsa-miR-92b-3p	ProstateCancer(OICR,CA)	Created
27596	GJB2	hsa-miR-1254	LiverCancer(RIKEN,JP)	Created
27608	SPTBN1	hsa-miR-644b-3p	LiverCancer(NCC,JP)	Created
27696	PARK2	hsa-miR-3670	LiverCancer(RIKEN,JP)	Created
27697	PARK2	hsa-miR-3670	LiverCancer(RIKEN,JP)	Created
27698	PARK2	hsa-miR-3670	LiverCancer(RIKEN,JP)	Created
27702	PPP2R4	hsa-miR-3691-5p	LiverCancer(RIKEN,JP)	Created
27703	PPP2R4	hsa-miR-3691-5p	LiverCancer(RIKEN,JP)	Created
27704	PPP2R4	hsa-miR-3691-5p	LiverCancer(RIKEN,JP)	Created
27705	PPP2R4	hsa-miR-3691-5p	LiverCancer(RIKEN,JP)	Created
27714	PDCD4	hsa-miR-127-5p	LiverCancer(NCC,JP)	Created
27715	PDCD4	hsa-miR-127-5p	LiverCancer(NCC,JP)	Created
27716	PDCD4	hsa-miR-127-5p	LiverCancer(NCC,JP)	Created
27717	RASSF5	hsa-miR-4641	LiverCancer(NCC,JP)	Created
27718	RASSF5	hsa-miR-4641	LiverCancer(NCC,JP)	Created
27719	RASSF5	hsa-miR-4641	LiverCancer(NCC,JP)	Created
27778	KIF1B	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
27784	UNC5C	hsa-miR-1284	LiverCancer(RIKEN,JP)	Created
27878	NAPEPLD	hsa-miR-1305	ColonAdenocarcinoma(TCGA,US)	Created
27930	SMAD2	hsa-miR-2054	LiverCancer(RIKEN,JP)	Created
27978	PML	hsa-miR-4299	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28000	HECA	hsa-miR-221-5p	ProstateCancer(OICR,CA)	Created
28003	CAV2	hsa-miR-552	ProstateCancer(OICR,CA)	Created
28004	CAV2	hsa-miR-552	ProstateCancer(OICR,CA)	Created
28005	CAV2	hsa-miR-552	ProstateCancer(OICR,CA)	Created
28006	CAV2	hsa-miR-552	ProstateCancer(OICR,CA)	Created
28023	FRK	hsa-miR-3529-3p	LiverCancer(RIKEN,JP)	Created
28137	PDCD4	hsa-miR-640	LiverCancer(RIKEN,JP)	Created
28138	PDCD4	hsa-miR-640	LiverCancer(RIKEN,JP)	Created
28139	PDCD4	hsa-miR-640	LiverCancer(RIKEN,JP)	Created
28155	PCDH10	hsa-miR-4778-5p	LiverCancer(NCC,JP)	Created
28192	CHEK1	hsa-miR-3689b-3p	ProstateCancer(OICR,CA)	Created
28193	CHEK1	hsa-miR-3689c	ProstateCancer(OICR,CA)	Created
28278	ING5	hsa-miR-25-3p	ProstateCancer(OICR,CA)	Created
28330	TMEM127	hsa-miR-3198	LiverCancer(RIKEN,JP)	Disrupted
28331	TMEM127	hsa-miR-3198	LiverCancer(RIKEN,JP)	Disrupted
28347	TP53	hsa-miR-4424	LiverCancer(NCC,JP)	Created
28348	TP53	hsa-miR-4424	LiverCancer(NCC,JP)	Created
28528	ID4	hsa-miR-30b-5p	LiverCancer(RIKEN,JP)	Created
28644	RASSF5	hsa-miR-539-3p	LiverCancer(NCC,JP)	Created
28645	RASSF5	hsa-miR-539-3p	LiverCancer(NCC,JP)	Created
28688	HECA	hsa-miR-664-5p	ProstateCancer(OICR,CA)	Created
28830	CNTNAP2	hsa-miR-885-3p	LiverCancer(RIKEN,JP)	Created
28894	LITAF	hsa-miR-4786-5p	ProstateCancer(OICR,CA)	Created
28895	LITAF	hsa-miR-4786-5p	ProstateCancer(OICR,CA)	Created
28896	LITAF	hsa-miR-4786-5p	ProstateCancer(OICR,CA)	Created
28945	SOX11	hsa-miR-136-3p	ProstateCancer(OICR,CA)	Created
28963	ID4	hsa-miR-30d-5p	LiverCancer(RIKEN,JP)	Created
29042	EGLN3	hsa-miR-3129-5p	LiverCancer(RIKEN,JP)	Created
29098	PML	hsa-miR-138-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29123	TRIM35	hsa-miR-497-3p	ProstateCancer(OICR,CA)	Created
29189	FBXL13	hsa-miR-3159	ProstateCancer(OICR,CA)	Disrupted
29190	FBXL13	hsa-miR-3159	ProstateCancer(OICR,CA)	Disrupted
29192	SYK	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
29193	SYK	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
29194	SYK	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
29195	SYK	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
29271	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29272	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29273	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29274	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29275	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29276	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29277	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29278	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29279	HIPK2	hsa-miR-5680	LiverCancer(NCC,JP)	Created
29280	HIPK2	hsa-miR-5680	LiverCancer(NCC,JP)	Created
29333	TCTA	hsa-miR-144-5p	LiverCancer(RIKEN,JP)	Created
29338	MCC	hsa-miR-31-5p	LiverCancer(RIKEN,JP)	Created
29339	MCC	hsa-miR-31-5p	LiverCancer(RIKEN,JP)	Created
29363	IGFBP5	hsa-miR-3065-5p	ProstateCancer(OICR,CA)	Created
29387	TET2	hsa-miR-3921	LiverCancer(NCC,JP)	Disrupted
29455	PML	hsa-miR-4710	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29509	TCF7L2	hsa-miR-4662b	PediatricBrainTumors(DKFZ,DE)	Created
29524	TTC4	hsa-miR-3910	LiverCancer(NCC,JP)	Created
29591	MTSS1	hsa-miR-4681	LiverCancer(NCC,JP)	Created
29599	HIPK2	hsa-miR-4497	LiverCancer(NCC,JP)	Created
29600	HIPK2	hsa-miR-4497	LiverCancer(NCC,JP)	Created
29602	ARID3B	hsa-miR-4419a	LiverCancer(NCC,JP)	Created
29610	PML	hsa-miR-4710	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29784	RASSF5	hsa-miR-539-3p	LiverCancer(NCC,JP)	Created
29799	PML	hsa-miR-138-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29800	LITAF	hsa-miR-3158-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
29903	ERBB4	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Created
29904	ERBB4	hsa-miR-205-3p	LiverCancer(RIKEN,JP)	Created
29928	ING3	hsa-miR-200a-5p	LiverCancer(NCC,JP)	Created
29987	TP63	hsa-miR-4263	LiverCancer(RIKEN,JP)	Created
29988	TP63	hsa-miR-4263	LiverCancer(RIKEN,JP)	Created
29989	TP63	hsa-miR-4263	LiverCancer(RIKEN,JP)	Created
29990	TP63	hsa-miR-4263	LiverCancer(RIKEN,JP)	Created
30019	IGF2R	hsa-miR-4755-5p	LiverCancer(NCC,JP)	Disrupted
30217	UNC5C	hsa-miR-4308	LiverCancer(RIKEN,JP)	Created
30225	MSH2	hsa-miR-374c-5p	LiverCancer(NCC,JP)	Created
30317	EGR2	hsa-miR-508-5p	LiverCancer(RIKEN,JP)	Created
30318	EGR2	hsa-miR-508-5p	LiverCancer(RIKEN,JP)	Created
30319	EGR2	hsa-miR-508-5p	LiverCancer(RIKEN,JP)	Created
30320	EGR2	hsa-miR-508-5p	LiverCancer(RIKEN,JP)	Created
30323	KISS1	hsa-miR-4258	LiverCancer(NCC,JP)	Disrupted
30503	XAF1	hsa-miR-1257	ProstateCancer(OICR,CA)	Created
30504	XAF1	hsa-miR-1257	ProstateCancer(OICR,CA)	Created
30682	KDM3B	hsa-miR-455-3p	ProstateCancer(OICR,CA)	Created
30685	TP63	hsa-miR-4789-3p	ProstateCancer(OICR,CA)	Disrupted
30686	TP63	hsa-miR-4789-3p	ProstateCancer(OICR,CA)	Disrupted
30760	IRF1	hsa-miR-3149	ProstateCancer(OICR,CA)	Created
30832	HINT1	hsa-miR-578	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
30836	TRIM13	hsa-miR-655	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30837	TRIM13	hsa-miR-655	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30838	TRIM13	hsa-miR-655	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30839	TRIM13	hsa-miR-655	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30845	FBXL13	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
30846	FBXL13	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
30876	RECK	hsa-miR-5582-3p	LiverCancer(NCC,JP)	Created
30927	CABLES1	hsa-miR-5681a	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30928	CABLES1	hsa-miR-5681a	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30929	CABLES1	hsa-miR-5681a	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30957	GJB2	hsa-miR-4254	LiverCancer(RIKEN,JP)	Created
30961	TMEFF1	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Created
30966	PPAP2A	hsa-miR-2054	LiverCancer(NCC,JP)	Created
30967	PPAP2A	hsa-miR-2054	LiverCancer(NCC,JP)	Created
31049	KIF1B	hsa-miR-20b-5p	ProstateCancer(OICR,CA)	Created
31101	HPGD	hsa-miR-5682	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
31129	ARL11	hsa-miR-186-3p	ProstateCancer(OICR,CA)	Created
31148	THRB	hsa-miR-124-5p	LiverCancer(RIKEN,JP)	Disrupted
31149	THRB	hsa-miR-124-5p	LiverCancer(RIKEN,JP)	Disrupted
31150	THRB	hsa-miR-124-5p	LiverCancer(RIKEN,JP)	Disrupted
31151	THRB	hsa-miR-124-5p	LiverCancer(RIKEN,JP)	Disrupted
31155	TCTA	hsa-miR-3689a-5p	LiverCancer(RIKEN,JP)	Created
31156	TCTA	hsa-miR-3689b-5p	LiverCancer(RIKEN,JP)	Created
31157	TCTA	hsa-miR-3689e	LiverCancer(RIKEN,JP)	Created
31217	MTAP	hsa-miR-3680-5p	ProstateCancer(OICR,CA)	Created
31284	WNT11	hsa-miR-525-5p	LiverCancer(NCC,JP)	Disrupted
31356	PLEKHG2	hsa-miR-4768-3p	ProstateCancer(OICR,CA)	Created
31432	DIDO1	hsa-miR-380-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
31433	DIDO1	hsa-miR-4495	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
31434	DIDO1	hsa-miR-380-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
31435	DIDO1	hsa-miR-4495	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
31464	KIF1B	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
31465	KIF1B	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
31538	EIF2AK2	hsa-let-7i-5p	RectumAdenocarcinoma(TCGA,US)	Created
31539	EIF2AK2	hsa-let-7i-5p	RectumAdenocarcinoma(TCGA,US)	Created
31540	EIF2AK2	hsa-let-7i-5p	RectumAdenocarcinoma(TCGA,US)	Created
31580	FBXW7	hsa-miR-3646	BreastCarcinoma(WTSI,UK)	Created
31646	WNT11	hsa-miR-520a-5p	LiverCancer(NCC,JP)	Disrupted
31746	FRK	hsa-miR-7-2-3p	LiverCancer(RIKEN,JP)	Created
31761	RASSF8	hsa-miR-3148	LiverCancer(NCC,JP)	Created
31820	TMEM127	hsa-miR-4768-3p	ProstateCancer(OICR,CA)	Created
31821	TMEM127	hsa-miR-4768-3p	ProstateCancer(OICR,CA)	Created
31916	PML	hsa-miR-181b-3p	LiverCancer(NCC,JP)	Created
31925	HPGD	hsa-miR-382-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
31960	ARL11	hsa-miR-199a-3p	ProstateCancer(OICR,CA)	Disrupted
31961	ARL11	hsa-miR-199b-3p	ProstateCancer(OICR,CA)	Disrupted
31980	PARK2	hsa-miR-143-5p	ProstateCancer(OICR,CA)	Created
31981	PARK2	hsa-miR-143-5p	ProstateCancer(OICR,CA)	Created
31982	PARK2	hsa-miR-143-5p	ProstateCancer(OICR,CA)	Created
32013	NDN	hsa-miR-371b-5p	LiverCancer(NCC,JP)	Created
32060	VPS53	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
