	Genesymbol	miRNA	Targetsiteclass	Cancertype	Genetype
1130	WHSC1	hsa-miR-532-5p	Created	LiverCancer(RIKEN,JP)	Not Classified
1131	WHSC1	hsa-miR-532-5p	Created	LiverCancer(RIKEN,JP)	Not Classified
1132	SRGAP1	hsa-miR-4668-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1133	MLL3	hsa-miR-3148	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1134	EEF1A1	hsa-let-7e-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1135	EEF1A1	hsa-miR-98	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1136	MLL3	hsa-miR-3688-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1137	NTRK2	hsa-miR-655	Created	LiverCancer(RIKEN,JP)	Oncogene
1138	NTRK2	hsa-miR-655	Created	LiverCancer(RIKEN,JP)	Oncogene
1139	EEF1A1	hsa-let-7c	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1140	EEF1A1	hsa-let-7d-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1141	ARID5B	hsa-miR-4298	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1142	ARID5B	hsa-miR-4298	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1143	MAP2K1	hsa-miR-3924	Created	LiverCancer(RIKEN,JP)	Oncogene
1144	EEF1A1	hsa-let-7a-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1145	FN1	hsa-miR-511	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1146	FN1	hsa-miR-511	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1147	FN1	hsa-miR-511	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1148	FN1	hsa-miR-511	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1149	FN1	hsa-miR-511	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1150	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1151	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1152	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1153	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1154	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1155	FGFR2	hsa-miR-323b-3p	Created	GastricCancer(CCGC,CN)	Oncogene
1156	HRAS	hsa-miR-1281	Created	LiverCancer(NCC,JP)	Oncogene
1157	HRAS	hsa-miR-1281	Created	LiverCancer(NCC,JP)	Oncogene
1158	EEF1A1	hsa-let-7g-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1159	EEF1A1	hsa-let-7i-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1160	FN1	hsa-miR-3667-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1161	FN1	hsa-miR-3667-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1162	FN1	hsa-miR-3667-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1163	FN1	hsa-miR-3667-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1164	FN1	hsa-miR-3667-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1165	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1166	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1167	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1168	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1169	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1170	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1171	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1172	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1173	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1174	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1175	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1176	TCF4	hsa-miR-26a-2-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1177	MLL3	hsa-miR-5584-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1178	WHSC1	hsa-miR-497-5p	Created	LiverCancer(NCC,JP)	Not Classified
1179	ACACA	hsa-miR-133a	Created	LiverCancer(RIKEN,JP)	Oncogene
1180	ACACA	hsa-miR-133b	Created	LiverCancer(RIKEN,JP)	Oncogene
1181	ACACA	hsa-miR-133a	Created	LiverCancer(RIKEN,JP)	Oncogene
1182	ACACA	hsa-miR-133b	Created	LiverCancer(RIKEN,JP)	Oncogene
1183	ACACA	hsa-miR-133a	Created	LiverCancer(RIKEN,JP)	Oncogene
1184	ACACA	hsa-miR-133b	Created	LiverCancer(RIKEN,JP)	Oncogene
1185	ACACA	hsa-miR-133a	Created	LiverCancer(RIKEN,JP)	Oncogene
1186	ACACA	hsa-miR-133b	Created	LiverCancer(RIKEN,JP)	Oncogene
1187	ACACA	hsa-miR-133a	Created	LiverCancer(RIKEN,JP)	Oncogene
1188	ACACA	hsa-miR-133b	Created	LiverCancer(RIKEN,JP)	Oncogene
1189	ATRX	hsa-miR-1208	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1190	ATRX	hsa-miR-1208	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1191	PAX5	hsa-miR-3148	Created	LiverCancer(RIKEN,JP)	Oncogene
1192	XRN1	hsa-miR-499a-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
1193	XRN1	hsa-miR-499a-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
1194	BCLAF1	hsa-miR-553	Created	GastricCancer(CCGC,CN)	Oncogene
1195	BCLAF1	hsa-miR-553	Created	GastricCancer(CCGC,CN)	Oncogene
1196	BCLAF1	hsa-miR-553	Created	GastricCancer(CCGC,CN)	Oncogene
1197	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1198	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1199	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1200	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1201	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1202	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1203	ABL2	hsa-miR-4515	Created	LiverCancer(RIKEN,JP)	Oncogene
1204	LRP6	hsa-miR-3184-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1205	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1206	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1207	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1208	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1209	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1210	ACSL6	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1211	ZNF814	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Oncogene
1212	EFTUD2	hsa-miR-142-5p	Created	LiverCancer(NCC,JP)	Not Classified
1213	EFTUD2	hsa-miR-548ab	Created	LiverCancer(NCC,JP)	Not Classified
1214	EFTUD2	hsa-miR-548am-5p	Created	LiverCancer(NCC,JP)	Not Classified
1215	EFTUD2	hsa-miR-548ap-5p	Created	LiverCancer(NCC,JP)	Not Classified
1216	EFTUD2	hsa-miR-548aq-5p	Created	LiverCancer(NCC,JP)	Not Classified
1217	EFTUD2	hsa-miR-548ar-5p	Created	LiverCancer(NCC,JP)	Not Classified
1218	EFTUD2	hsa-miR-548as-5p	Created	LiverCancer(NCC,JP)	Not Classified
1219	EFTUD2	hsa-miR-548au-5p	Created	LiverCancer(NCC,JP)	Not Classified
1220	EFTUD2	hsa-miR-548av-5p	Created	LiverCancer(NCC,JP)	Not Classified
1221	EFTUD2	hsa-miR-548b-5p	Created	LiverCancer(NCC,JP)	Not Classified
1222	EFTUD2	hsa-miR-548c-5p	Created	LiverCancer(NCC,JP)	Not Classified
1223	EFTUD2	hsa-miR-548d-5p	Created	LiverCancer(NCC,JP)	Not Classified
1224	EFTUD2	hsa-miR-548i	Created	LiverCancer(NCC,JP)	Not Classified
1225	EFTUD2	hsa-miR-548k	Created	LiverCancer(NCC,JP)	Not Classified
1226	EFTUD2	hsa-miR-548l	Created	LiverCancer(NCC,JP)	Not Classified
1227	EFTUD2	hsa-miR-548y	Created	LiverCancer(NCC,JP)	Not Classified
1228	EFTUD2	hsa-miR-142-5p	Created	LiverCancer(NCC,JP)	Not Classified
1229	EFTUD2	hsa-miR-548a-5p	Created	LiverCancer(NCC,JP)	Not Classified
1230	EFTUD2	hsa-miR-548ab	Created	LiverCancer(NCC,JP)	Not Classified
1231	EFTUD2	hsa-miR-548am-5p	Created	LiverCancer(NCC,JP)	Not Classified
1232	EFTUD2	hsa-miR-548ap-5p	Created	LiverCancer(NCC,JP)	Not Classified
1233	EFTUD2	hsa-miR-548aq-5p	Created	LiverCancer(NCC,JP)	Not Classified
1234	EFTUD2	hsa-miR-548ar-5p	Created	LiverCancer(NCC,JP)	Not Classified
1235	EFTUD2	hsa-miR-548as-5p	Created	LiverCancer(NCC,JP)	Not Classified
1236	EFTUD2	hsa-miR-548au-5p	Created	LiverCancer(NCC,JP)	Not Classified
1237	EFTUD2	hsa-miR-548av-5p	Created	LiverCancer(NCC,JP)	Not Classified
1238	EFTUD2	hsa-miR-548b-5p	Created	LiverCancer(NCC,JP)	Not Classified
1239	EFTUD2	hsa-miR-548c-5p	Created	LiverCancer(NCC,JP)	Not Classified
1240	EFTUD2	hsa-miR-548d-5p	Created	LiverCancer(NCC,JP)	Not Classified
1241	EFTUD2	hsa-miR-548i	Created	LiverCancer(NCC,JP)	Not Classified
1242	EFTUD2	hsa-miR-548k	Created	LiverCancer(NCC,JP)	Not Classified
1243	EFTUD2	hsa-miR-548l	Created	LiverCancer(NCC,JP)	Not Classified
1244	EFTUD2	hsa-miR-548o-5p	Created	LiverCancer(NCC,JP)	Not Classified
1245	EFTUD2	hsa-miR-548y	Created	LiverCancer(NCC,JP)	Not Classified
1246	EEF1A1	hsa-let-7f-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1247	SIN3A	hsa-miR-3122	Created	ProstateCancer(OICR,CA)	Oncogene
1248	SIN3A	hsa-miR-3122	Created	ProstateCancer(OICR,CA)	Oncogene
1249	SIN3A	hsa-miR-3122	Created	ProstateCancer(OICR,CA)	Oncogene
1250	MLL3	hsa-miR-4668-5p	Disrupted	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1251	EFTUD2	hsa-miR-548h-5p	Created	LiverCancer(NCC,JP)	Not Classified
1252	EFTUD2	hsa-miR-548j	Created	LiverCancer(NCC,JP)	Not Classified
1253	EFTUD2	hsa-miR-548h-5p	Created	LiverCancer(NCC,JP)	Not Classified
1254	EFTUD2	hsa-miR-548j	Created	LiverCancer(NCC,JP)	Not Classified
1255	FAS	hsa-miR-5007-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
1256	EIF4A2	hsa-miR-545-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1257	MED17	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1258	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1259	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1260	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1261	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1262	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1263	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1264	NF2	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1265	APAF1	hsa-miR-5588-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1266	APAF1	hsa-miR-5588-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1267	APAF1	hsa-miR-5588-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1268	APAF1	hsa-miR-5588-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1269	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1270	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1271	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1272	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1273	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1274	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1275	MECOM	hsa-miR-92b-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1276	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1277	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1278	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1279	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1280	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1281	ACSL6	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1282	EEF1A1	hsa-miR-4768-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1283	AFF4	hsa-miR-5008-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
1284	PIP5K1A	hsa-miR-1290	Created	LiverCancer(NCC,JP)	Not Classified
1285	PIP5K1A	hsa-miR-1290	Created	LiverCancer(NCC,JP)	Not Classified
1286	PIP5K1A	hsa-miR-1290	Created	LiverCancer(NCC,JP)	Not Classified
1287	PIP5K1A	hsa-miR-1290	Created	LiverCancer(NCC,JP)	Not Classified
1288	CNOT4	hsa-miR-378a-5p	Created	LiverCancer(NCC,JP)	Not Classified
1289	CNOT4	hsa-miR-378a-5p	Created	LiverCancer(NCC,JP)	Not Classified
1290	CNOT4	hsa-miR-378a-5p	Created	LiverCancer(NCC,JP)	Not Classified
1291	CNOT4	hsa-miR-378a-5p	Created	LiverCancer(NCC,JP)	Not Classified
1292	GNAS	hsa-miR-545-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1293	GNAS	hsa-miR-545-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1294	GNAS	hsa-miR-764	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1295	GNAS	hsa-miR-764	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1296	GNAS	hsa-miR-4735-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1297	SMAD2	hsa-miR-10b-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1298	SMAD2	hsa-miR-10b-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1299	SMAD2	hsa-miR-10b-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1300	SUZ12	hsa-miR-3143	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1301	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1302	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1303	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1304	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1305	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1306	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1307	ABL2	hsa-miR-4740-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1308	MAP2K4	hsa-miR-625-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1309	EEF1A1	hsa-miR-202-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1310	PCSK5	hsa-miR-186-3p	Created	ProstateCancer(OICR,CA)	Not Classified
1311	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1312	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1313	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1314	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1315	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1316	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1317	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1318	FOXP1	hsa-miR-499b-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1319	GATA3	hsa-miR-582-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1320	GATA3	hsa-miR-582-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1321	WHSC1	hsa-miR-634	Created	LiverCancer(NCC,JP)	Not Classified
1322	TP53	hsa-miR-302b-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1323	TP53	hsa-miR-302b-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1324	POM121	hsa-miR-4757-5p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1325	GNAS	hsa-miR-128	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1326	BRWD1	hsa-miR-194-5p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1327	TOM1	hsa-miR-3936	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
1328	TOM1	hsa-miR-3936	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
1329	TOM1	hsa-miR-3936	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
1330	TOM1	hsa-miR-3936	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
1331	LPHN2	hsa-miR-141-3p	Created	LiverCancer(NCC,JP)	Oncogene
1332	LPHN2	hsa-miR-200a-3p	Created	LiverCancer(NCC,JP)	Oncogene
1333	TP53	hsa-miR-302e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1334	TP53	hsa-miR-302e	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
1335	WHSC1	hsa-miR-2276	Created	ColonAdenocarcinoma(TCGA,US)	Not Classified
1336	FKBP5	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Oncogene
1337	APAF1	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1338	APAF1	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1339	APAF1	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1340	APAF1	hsa-miR-4733-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1341	RAD23B	hsa-miR-5095	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1342	RAD23B	hsa-miR-5095	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1343	RAD23B	hsa-miR-5095	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1344	STK4	hsa-miR-3135b	Created	ProstateCancer(OICR,CA)	Not Classified
1345	AHR	hsa-miR-520h	Created	ProstateCancer(OICR,CA)	Oncogene
1346	SIN3A	hsa-miR-4692	Created	LiverCancer(RIKEN,JP)	Oncogene
1347	SIN3A	hsa-miR-4692	Created	LiverCancer(RIKEN,JP)	Oncogene
1348	SIN3A	hsa-miR-4692	Created	LiverCancer(RIKEN,JP)	Oncogene
1349	ERBB3	hsa-miR-4329	Created	LiverCancer(RIKEN,JP)	Oncogene
1350	STARD13	hsa-miR-491-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1351	STARD13	hsa-miR-491-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1352	STARD13	hsa-miR-491-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1353	STARD13	hsa-miR-491-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
1354	PIK3R3	hsa-miR-484	Disrupted	LiverCancer(NCC,JP)	Oncogene
1355	PIK3R3	hsa-miR-484	Disrupted	LiverCancer(NCC,JP)	Oncogene
1356	HCFC1	hsa-miR-1909-3p	Disrupted	LiverCancer(NCC,JP)	Oncogene
1357	GNAS	hsa-miR-148a-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1358	GNAS	hsa-miR-148b-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1359	GNAS	hsa-miR-152	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1360	GNAS	hsa-miR-128	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1361	GNAS	hsa-miR-148a-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1362	GNAS	hsa-miR-148b-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1363	GNAS	hsa-miR-152	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1364	PLCB1	hsa-miR-642b-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Oncogene
1365	MAP2K4	hsa-miR-4716-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1366	STK4	hsa-miR-92b-3p	Created	ProstateCancer(OICR,CA)	Not Classified
1367	DIS3	hsa-miR-483-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1368	DIS3	hsa-miR-483-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1369	PIK3R1	hsa-miR-1255b-2-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1370	PIK3R1	hsa-miR-1255b-2-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1371	PIK3R1	hsa-miR-1255b-2-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1372	PIK3R1	hsa-miR-1255b-2-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1373	CDC27	hsa-miR-4742-5p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1374	LRP6	hsa-miR-301a-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
1375	EFTUD2	hsa-miR-562	Created	LiverCancer(NCC,JP)	Not Classified
1376	EFTUD2	hsa-miR-562	Created	LiverCancer(NCC,JP)	Not Classified
1377	GNAS	hsa-miR-452-3p	Disrupted	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1378	SMAD2	hsa-miR-5699	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1379	SMAD2	hsa-miR-5699	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1380	SMAD2	hsa-miR-5699	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1381	STK4	hsa-miR-363-3p	Created	ProstateCancer(OICR,CA)	Not Classified
1382	CTCF	hsa-miR-4446-5p	Created	BreastCarcinoma(WTSI,UK)	Tumor Suppressor Gene
1383	CTCF	hsa-miR-4446-5p	Created	BreastCarcinoma(WTSI,UK)	Tumor Suppressor Gene
1384	WT1	hsa-miR-424-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1385	WT1	hsa-miR-424-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1386	WT1	hsa-miR-424-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1387	WT1	hsa-miR-424-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1388	WT1	hsa-miR-424-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1389	ZNF292	hsa-miR-634	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
1390	PIK3R3	hsa-miR-4645-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
1391	NTRK2	hsa-miR-5095	Created	LiverCancer(RIKEN,JP)	Oncogene
1392	NTRK2	hsa-miR-5095	Created	LiverCancer(RIKEN,JP)	Oncogene
1393	PPP2R5C	hsa-miR-4325	Created	LiverCancer(NCC,JP)	Oncogene
1394	PPP2R5C	hsa-miR-4325	Created	LiverCancer(NCC,JP)	Oncogene
1395	PPP2R5C	hsa-miR-4325	Created	LiverCancer(NCC,JP)	Oncogene
1396	PPP2R5C	hsa-miR-4325	Created	LiverCancer(NCC,JP)	Oncogene
1397	POM121	hsa-miR-2682-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1398	GNAS	hsa-miR-490-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
1399	EEF1A1	hsa-let-7b-5p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1400	EEF1A1	hsa-miR-4500	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1401	ZNF814	hsa-miR-4722-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1402	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1403	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1404	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1405	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1406	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1407	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1408	NF2	hsa-miR-665	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
1409	ABL2	hsa-miR-150-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1410	ABL2	hsa-miR-150-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1411	ABL2	hsa-miR-150-5p	Created	ProstateCancer(OICR,CA)	Oncogene
1412	ABL2	hsa-miR-150-5p	Created	ProstateCancer(OICR,CA)	Oncogene
