	Genesymbol	miRNA	Cancertype	Targetsiteclass
32657	TET2	hsa-miR-4653-5p	LiverCancer(NCC,JP)	Disrupted
32996	XAF1	hsa-miR-590-3p	ProstateCancer(OICR,CA)	Created
32997	XAF1	hsa-miR-590-3p	ProstateCancer(OICR,CA)	Created
33131	FLCN	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
33369	XAF1	hsa-miR-568	ProstateCancer(OICR,CA)	Created
33370	XAF1	hsa-miR-568	ProstateCancer(OICR,CA)	Created
33409	NF1	hsa-miR-5683	LiverCancer(RIKEN,JP)	Created
33410	NF1	hsa-miR-5683	LiverCancer(RIKEN,JP)	Created
33745	NKX3-1	hsa-miR-4782-5p	LiverCancer(RIKEN,JP)	Created
33746	NKX3-1	hsa-miR-4782-5p	LiverCancer(RIKEN,JP)	Created
33761	RASSF5	hsa-miR-20a-3p	LiverCancer(NCC,JP)	Created
33825	HIF3A	hsa-miR-3122	ProstateCancer(OICR,CA)	Created
33826	HIF3A	hsa-miR-3122	ProstateCancer(OICR,CA)	Created
33827	HIF3A	hsa-miR-3122	ProstateCancer(OICR,CA)	Created
33977	XAF1	hsa-miR-4775	ProstateCancer(OICR,CA)	Created
33978	XAF1	hsa-miR-4775	ProstateCancer(OICR,CA)	Created
34270	CYLD	hsa-miR-4325	ProstateCancer(OICR,CA)	Created
34271	CYLD	hsa-miR-4325	ProstateCancer(OICR,CA)	Created
34272	CYLD	hsa-miR-4325	ProstateCancer(OICR,CA)	Created
34524	TP63	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Created
34525	TP63	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Created
34526	TP63	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Created
34527	TP63	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Created
35242	XRN1	hsa-miR-499a-3p	LiverCancer(RIKEN,JP)	Created
35243	XRN1	hsa-miR-499a-3p	LiverCancer(RIKEN,JP)	Created
35539	PPAPDC1B	hsa-miR-4425	ProstateCancer(OICR,CA)	Disrupted
35781	HIF3A	hsa-miR-4728-5p	ProstateCancer(OICR,CA)	Created
35782	HIF3A	hsa-miR-4728-5p	ProstateCancer(OICR,CA)	Created
35783	HIF3A	hsa-miR-4728-5p	ProstateCancer(OICR,CA)	Created
35903	RASSF5	hsa-miR-4290	LiverCancer(NCC,JP)	Created
35904	RASSF5	hsa-miR-4290	LiverCancer(NCC,JP)	Created
35973	FLCN	hsa-miR-1273g-3p	ProstateCancer(OICR,CA)	Created
36018	MAFB	hsa-miR-331-5p	LiverCancer(RIKEN,JP)	Created
36213	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36214	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36215	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36216	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36217	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36218	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36219	NF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
36357	RASSF2	hsa-miR-3529-5p	LiverCancer(NCC,JP)	Created
36358	RASSF2	hsa-miR-3529-5p	LiverCancer(NCC,JP)	Created
36606	RECK	hsa-miR-548ar-3p	LiverCancer(NCC,JP)	Created
36667	TP63	hsa-miR-4717-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
36668	TP63	hsa-miR-4717-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
37172	TP53	hsa-miR-302b-3p	LiverCancer(NCC,JP)	Created
37173	TP53	hsa-miR-302b-3p	LiverCancer(NCC,JP)	Created
37176	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37177	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37178	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37179	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37180	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37181	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37182	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37183	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37184	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37185	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37186	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37187	TP73	hsa-miR-4323	LiverCancer(NCC,JP)	Created
37196	RASSF5	hsa-miR-4290	LiverCancer(NCC,JP)	Created
37278	IRF1	hsa-miR-3922-3p	ProstateCancer(OICR,CA)	Created
37433	HIF3A	hsa-miR-182-3p	LiverCancer(RIKEN,JP)	Created
37434	HIF3A	hsa-miR-182-3p	LiverCancer(RIKEN,JP)	Created
37435	HIF3A	hsa-miR-182-3p	LiverCancer(RIKEN,JP)	Created
37510	TP53	hsa-miR-302e	LiverCancer(NCC,JP)	Created
37511	TP53	hsa-miR-302e	LiverCancer(NCC,JP)	Created
37529	TP63	hsa-miR-5011-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
37530	TP63	hsa-miR-5011-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
37626	HIF3A	hsa-miR-3929	ProstateCancer(OICR,CA)	Created
37627	HIF3A	hsa-miR-3929	ProstateCancer(OICR,CA)	Created
37628	HIF3A	hsa-miR-3929	ProstateCancer(OICR,CA)	Created
37736	STARD13	hsa-miR-491-5p	LiverCancer(RIKEN,JP)	Created
37737	STARD13	hsa-miR-491-5p	LiverCancer(RIKEN,JP)	Created
37738	STARD13	hsa-miR-491-5p	LiverCancer(RIKEN,JP)	Created
37739	STARD13	hsa-miR-491-5p	LiverCancer(RIKEN,JP)	Created
38280	IRF1	hsa-miR-3176	ProstateCancer(OICR,CA)	Created
38394	CTCF	hsa-miR-4446-5p	BreastCarcinoma(WTSI,UK)	Created
38395	CTCF	hsa-miR-4446-5p	BreastCarcinoma(WTSI,UK)	Created
38404	WT1	hsa-miR-424-3p	LiverCancer(RIKEN,JP)	Created
38405	WT1	hsa-miR-424-3p	LiverCancer(RIKEN,JP)	Created
38406	WT1	hsa-miR-424-3p	LiverCancer(RIKEN,JP)	Created
38407	WT1	hsa-miR-424-3p	LiverCancer(RIKEN,JP)	Created
38408	WT1	hsa-miR-424-3p	LiverCancer(RIKEN,JP)	Created
38445	ZDHHC17	hsa-miR-10b-3p	LiverCancer(RIKEN,JP)	Created
38830	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38831	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38832	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38833	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38834	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38835	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38836	NF2	hsa-miR-665	ProstateCancer(OICR,CA)	Created
38908	HIF3A	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
38909	HIF3A	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
38910	HIF3A	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
39007	STARD13	hsa-miR-3175	LiverCancer(RIKEN,JP)	Created
39008	STARD13	hsa-miR-3175	LiverCancer(RIKEN,JP)	Created
39009	STARD13	hsa-miR-3175	LiverCancer(RIKEN,JP)	Created
39010	STARD13	hsa-miR-3175	LiverCancer(RIKEN,JP)	Created
39027	LIN9	hsa-miR-449c-5p	LiverCancer(RIKEN,JP)	Created
39676	MUC1	hsa-miR-548m	LiverCancer(NCC,JP)	Created
39753	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39754	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39755	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39756	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39757	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39758	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39759	NF2	hsa-miR-4284	LiverCancer(NCC,JP)	Disrupted
39832	CDKN2B	hsa-miR-4758-3p	BladderUrothelialCarcinoma(TCGA,US)	Created
40271	RECK	hsa-miR-548e	LiverCancer(NCC,JP)	Disrupted
40576	PPAPDC1B	hsa-miR-373-3p	ProstateCancer(OICR,CA)	Created
40577	PPAPDC1B	hsa-miR-512-3p	ProstateCancer(OICR,CA)	Created
40754	TEP1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
41487	TEP1	hsa-miR-4649-3p	ProstateCancer(OICR,CA)	Created
41523	XAF1	hsa-miR-3149	ProstateCancer(OICR,CA)	Created
41524	XAF1	hsa-miR-3149	ProstateCancer(OICR,CA)	Created
41547	HIF3A	hsa-miR-3689b-3p	ProstateCancer(OICR,CA)	Created
41548	HIF3A	hsa-miR-3689c	ProstateCancer(OICR,CA)	Created
41549	HIF3A	hsa-miR-3689b-3p	ProstateCancer(OICR,CA)	Created
41550	HIF3A	hsa-miR-3689c	ProstateCancer(OICR,CA)	Created
41551	HIF3A	hsa-miR-3689b-3p	ProstateCancer(OICR,CA)	Created
41552	HIF3A	hsa-miR-3689c	ProstateCancer(OICR,CA)	Created
41687	CTCF	hsa-miR-5006-3p	BreastCarcinoma(WTSI,UK)	Created
41688	CTCF	hsa-miR-5006-3p	BreastCarcinoma(WTSI,UK)	Created
41901	FRK	hsa-miR-7-1-3p	LiverCancer(RIKEN,JP)	Created
42106	RASSF5	hsa-miR-4666a-3p	LiverCancer(NCC,JP)	Created
42107	RASSF5	hsa-miR-4666a-3p	LiverCancer(NCC,JP)	Created
42223	TP53	hsa-miR-302b-3p	LiverCancer(NCC,JP)	Created
42224	TP53	hsa-miR-302e	LiverCancer(NCC,JP)	Created
42225	TP53	hsa-miR-372	LiverCancer(NCC,JP)	Created
42226	TP53	hsa-miR-372	LiverCancer(NCC,JP)	Created
42227	TP53	hsa-miR-302b-3p	LiverCancer(NCC,JP)	Created
42228	TP53	hsa-miR-302e	LiverCancer(NCC,JP)	Created
42294	TP63	hsa-miR-329	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
42295	TP63	hsa-miR-362-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
42296	TP63	hsa-miR-329	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
42297	TP63	hsa-miR-362-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
42618	PPAPDC1B	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
42619	PPAPDC1B	hsa-miR-302d-3p	ProstateCancer(OICR,CA)	Created
42620	PPAPDC1B	hsa-miR-372	ProstateCancer(OICR,CA)	Created
42621	PPAPDC1B	hsa-miR-93-5p	ProstateCancer(OICR,CA)	Created
42816	HIF3A	hsa-miR-149-3p	ProstateCancer(OICR,CA)	Created
42817	HIF3A	hsa-miR-149-3p	ProstateCancer(OICR,CA)	Created
42818	HIF3A	hsa-miR-149-3p	ProstateCancer(OICR,CA)	Created
43083	MAF	hsa-miR-1537	LiverCancer(RIKEN,JP)	Created
43340	PHLPP1	hsa-miR-517a-3p	LiverCancer(RIKEN,JP)	Created
43341	PHLPP1	hsa-miR-517b-3p	LiverCancer(RIKEN,JP)	Created
43488	RECK	hsa-miR-548f	LiverCancer(NCC,JP)	Disrupted
43599	CDKN2A	hsa-miR-4750	LiverCancer(NCC,JP)	Disrupted
43670	RASSF2	hsa-miR-3927	LiverCancer(NCC,JP)	Created
43671	RASSF2	hsa-miR-5589-3p	LiverCancer(NCC,JP)	Disrupted
43672	RASSF2	hsa-miR-3927	LiverCancer(NCC,JP)	Created
43673	RASSF2	hsa-miR-5589-3p	LiverCancer(NCC,JP)	Disrupted
43728	TP53	hsa-miR-302d-3p	LiverCancer(NCC,JP)	Created
43729	TP53	hsa-miR-302d-3p	LiverCancer(NCC,JP)	Created
44140	CDKN2B	hsa-miR-483-3p	BladderUrothelialCarcinoma(TCGA,US)	Created
44519	SASH1	hsa-miR-548c-3p	ProstateCancer(OICR,CA)	Created
44593	PPAPDC1B	hsa-miR-20b-5p	ProstateCancer(OICR,CA)	Created
44594	PPAPDC1B	hsa-miR-302a-3p	ProstateCancer(OICR,CA)	Created
44595	PPAPDC1B	hsa-miR-302e	ProstateCancer(OICR,CA)	Created
44839	TEP1	hsa-miR-3929	ProstateCancer(OICR,CA)	Created
45074	RASSF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
45075	RASSF2	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
45744	TP53INP1	hsa-miR-3671	LiverCancer(RIKEN,JP)	Created
45745	TP53INP1	hsa-miR-3671	LiverCancer(RIKEN,JP)	Created
45997	TEP1	hsa-miR-5691	LiverCancer(RIKEN,JP)	Disrupted
46025	CADM1	hsa-miR-3682-5p	LiverCancer(RIKEN,JP)	Disrupted
46026	CADM1	hsa-miR-3682-5p	LiverCancer(RIKEN,JP)	Disrupted
46069	TMEM127	hsa-miR-1289	LiverCancer(RIKEN,JP)	Disrupted
46070	TMEM127	hsa-miR-1289	LiverCancer(RIKEN,JP)	Disrupted
46158	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46159	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46160	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46161	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46162	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46163	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46164	NF2	hsa-miR-577	LiverCancer(RIKEN,JP)	Created
46432	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46433	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46434	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46435	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46436	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46437	HPGD	hsa-miR-548ax	LiverCancer(RIKEN,JP)	Created
46448	MAF	hsa-miR-4676-3p	LiverCancer(RIKEN,JP)	Disrupted
46449	MAF	hsa-miR-599	LiverCancer(RIKEN,JP)	Created
46456	LIN9	hsa-miR-34b-5p	LiverCancer(RIKEN,JP)	Created
46792	XAF1	hsa-miR-136-3p	LiverCancer(NCC,JP)	Created
47157	ARID3B	hsa-miR-5093	LiverCancer(NCC,JP)	Disrupted
47173	TP53	hsa-miR-372	LiverCancer(NCC,JP)	Created
47174	TP53	hsa-miR-302a-3p	LiverCancer(NCC,JP)	Created
47175	TP53	hsa-miR-302a-3p	LiverCancer(NCC,JP)	Created
47176	TP53	hsa-miR-372	LiverCancer(NCC,JP)	Created
47259	PDCD4	hsa-miR-4282	LiverCancer(NCC,JP)	Created
47260	PDCD4	hsa-miR-4282	LiverCancer(NCC,JP)	Created
47261	PDCD4	hsa-miR-4282	LiverCancer(NCC,JP)	Created
47575	TP63	hsa-miR-603	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
47576	TP63	hsa-miR-603	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
47600	TET2	hsa-miR-367-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
47601	TET2	hsa-miR-5691	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
47606	HPGD	hsa-miR-767-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Disrupted
49297	TP53INP1	hsa-miR-196a-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49298	TP53INP1	hsa-miR-196b-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49299	TP53INP1	hsa-miR-508-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49300	TP53INP1	hsa-miR-196a-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49301	TP53INP1	hsa-miR-196b-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49302	TP53INP1	hsa-miR-508-5p	ColonAdenocarcinoma(TCGA,US)	Disrupted
49519	RBL2	hsa-miR-195-3p	ColonAdenocarcinoma(TCGA,US)	Created
49520	RBL2	hsa-miR-338-5p	ColonAdenocarcinoma(TCGA,US)	Created
49850	TP53	hsa-miR-4463	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49851	TP53	hsa-miR-4499	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49852	TP53	hsa-miR-4463	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49853	TP53	hsa-miR-4499	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49854	TP53	hsa-miR-4463	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49855	TP53	hsa-miR-4499	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49856	TP53	hsa-miR-4463	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49857	TP53	hsa-miR-4499	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
49882	RBL2	hsa-miR-1470	ColonAdenocarcinoma(TCGA,US)	Disrupted
50032	CDKN2B	hsa-miR-4268	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
50088	PML	hsa-miR-4695-5p	ProstateCancer(OICR,CA)	Disrupted
50089	PML	hsa-miR-4695-5p	ProstateCancer(OICR,CA)	Disrupted
50295	DLC1	hsa-miR-4328	ProstateCancer(OICR,CA)	Created
50296	DLC1	hsa-miR-506-5p	ProstateCancer(OICR,CA)	Created
50297	DLC1	hsa-miR-4328	ProstateCancer(OICR,CA)	Created
50298	DLC1	hsa-miR-506-5p	ProstateCancer(OICR,CA)	Created
50299	DLC1	hsa-miR-4328	ProstateCancer(OICR,CA)	Created
50300	DLC1	hsa-miR-506-5p	ProstateCancer(OICR,CA)	Created
50357	CYLD	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
50358	CYLD	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
50359	CYLD	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
51384	TMEM127	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
51385	TMEM127	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
52389	IRF1	hsa-miR-1254	ProstateCancer(OICR,CA)	Created
52390	IRF1	hsa-miR-1271-3p	ProstateCancer(OICR,CA)	Created
52391	IRF1	hsa-miR-550a-3-5p	ProstateCancer(OICR,CA)	Created
52392	IRF1	hsa-miR-550a-5p	ProstateCancer(OICR,CA)	Created
52393	IRF1	hsa-miR-33a-5p	ProstateCancer(OICR,CA)	Disrupted
52394	IRF1	hsa-miR-557	ProstateCancer(OICR,CA)	Disrupted
52633	SASH1	hsa-miR-369-3p	ProstateCancer(OICR,CA)	Disrupted
52634	SASH1	hsa-miR-655	ProstateCancer(OICR,CA)	Disrupted
53130	PPAPDC1B	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
53131	PPAPDC1B	hsa-miR-106b-5p	ProstateCancer(OICR,CA)	Created
53132	PPAPDC1B	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
53133	PPAPDC1B	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
53134	PPAPDC1B	hsa-miR-302b-3p	ProstateCancer(OICR,CA)	Created
53135	PPAPDC1B	hsa-miR-302c-3p	ProstateCancer(OICR,CA)	Created
53136	PPAPDC1B	hsa-miR-3122	ProstateCancer(OICR,CA)	Disrupted
53137	PPAPDC1B	hsa-miR-3147	ProstateCancer(OICR,CA)	Disrupted
53138	PPAPDC1B	hsa-miR-519d	ProstateCancer(OICR,CA)	Created
53139	PPAPDC1B	hsa-miR-520a-3p	ProstateCancer(OICR,CA)	Created
53140	PPAPDC1B	hsa-miR-520b	ProstateCancer(OICR,CA)	Created
53141	PPAPDC1B	hsa-miR-520c-3p	ProstateCancer(OICR,CA)	Created
53142	PPAPDC1B	hsa-miR-520d-3p	ProstateCancer(OICR,CA)	Created
53143	PPAPDC1B	hsa-miR-520e	ProstateCancer(OICR,CA)	Created
53144	PPAPDC1B	hsa-miR-526b-3p	ProstateCancer(OICR,CA)	Created
53145	PPAPDC1B	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
53793	PDCD4	hsa-miR-4514	ProstateCancer(OICR,CA)	Disrupted
53794	PDCD4	hsa-miR-4514	ProstateCancer(OICR,CA)	Disrupted
53795	PDCD4	hsa-miR-4514	ProstateCancer(OICR,CA)	Disrupted
54610	TEP1	hsa-miR-3910	ProstateCancer(OICR,CA)	Disrupted
54611	TEP1	hsa-miR-3937	ProstateCancer(OICR,CA)	Created
54612	TEP1	hsa-miR-4438	ProstateCancer(OICR,CA)	Created
55387	XAF1	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
55388	XAF1	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
55389	XAF1	hsa-miR-1322	ProstateCancer(OICR,CA)	Disrupted
55390	XAF1	hsa-miR-3145-3p	ProstateCancer(OICR,CA)	Created
55391	XAF1	hsa-miR-1322	ProstateCancer(OICR,CA)	Disrupted
55392	XAF1	hsa-miR-3145-3p	ProstateCancer(OICR,CA)	Created
55393	XAF1	hsa-miR-1178	ProstateCancer(OICR,CA)	Disrupted
55394	XAF1	hsa-miR-1178	ProstateCancer(OICR,CA)	Disrupted
55395	XAF1	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
55396	XAF1	hsa-miR-129-5p	ProstateCancer(OICR,CA)	Disrupted
55495	FLCN	hsa-miR-32-5p	ProstateCancer(OICR,CA)	Disrupted
56278	HIF3A	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
56279	HIF3A	hsa-miR-30c-1-3p	ProstateCancer(OICR,CA)	Created
56280	HIF3A	hsa-miR-30c-2-3p	ProstateCancer(OICR,CA)	Created
56281	HIF3A	hsa-miR-3202	ProstateCancer(OICR,CA)	Disrupted
56282	HIF3A	hsa-miR-3689a-3p	ProstateCancer(OICR,CA)	Created
56283	HIF3A	hsa-miR-4419b	ProstateCancer(OICR,CA)	Created
56284	HIF3A	hsa-miR-4478	ProstateCancer(OICR,CA)	Created
56285	HIF3A	hsa-miR-485-5p	ProstateCancer(OICR,CA)	Created
56286	HIF3A	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
56287	HIF3A	hsa-miR-30c-1-3p	ProstateCancer(OICR,CA)	Created
56288	HIF3A	hsa-miR-30c-2-3p	ProstateCancer(OICR,CA)	Created
56289	HIF3A	hsa-miR-3202	ProstateCancer(OICR,CA)	Disrupted
56290	HIF3A	hsa-miR-3689a-3p	ProstateCancer(OICR,CA)	Created
56291	HIF3A	hsa-miR-4419b	ProstateCancer(OICR,CA)	Created
56292	HIF3A	hsa-miR-4478	ProstateCancer(OICR,CA)	Created
56293	HIF3A	hsa-miR-485-5p	ProstateCancer(OICR,CA)	Created
56294	HIF3A	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
56295	HIF3A	hsa-miR-30c-1-3p	ProstateCancer(OICR,CA)	Created
56296	HIF3A	hsa-miR-30c-2-3p	ProstateCancer(OICR,CA)	Created
56297	HIF3A	hsa-miR-3202	ProstateCancer(OICR,CA)	Disrupted
56298	HIF3A	hsa-miR-3689a-3p	ProstateCancer(OICR,CA)	Created
56299	HIF3A	hsa-miR-4419b	ProstateCancer(OICR,CA)	Created
56300	HIF3A	hsa-miR-4478	ProstateCancer(OICR,CA)	Created
56301	HIF3A	hsa-miR-485-5p	ProstateCancer(OICR,CA)	Created
56302	HIF3A	hsa-miR-4284	ProstateCancer(OICR,CA)	Created
56303	HIF3A	hsa-miR-4284	ProstateCancer(OICR,CA)	Created
56304	HIF3A	hsa-miR-4284	ProstateCancer(OICR,CA)	Created
58643	PHLPP2	hsa-miR-1827	ProstateCancer(OICR,CA)	Created
58644	PHLPP2	hsa-miR-4649-3p	ProstateCancer(OICR,CA)	Created
58645	PHLPP2	hsa-miR-940	ProstateCancer(OICR,CA)	Created
58958	PLEKHG2	hsa-miR-1827	ProstateCancer(OICR,CA)	Created
58959	PLEKHG2	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
58960	PLEKHG2	hsa-miR-580	ProstateCancer(OICR,CA)	Disrupted
58961	PLEKHG2	hsa-miR-940	ProstateCancer(OICR,CA)	Created
58997	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
58998	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
58999	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59000	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
59001	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59002	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59003	KLK10	hsa-miR-204-3p	ProstateCancer(OICR,CA)	Created
59004	KLK10	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59005	KLK10	hsa-miR-5589-5p	ProstateCancer(OICR,CA)	Created
59510	XAF1	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59511	XAF1	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
59805	IRF1	hsa-miR-1224-3p	ProstateCancer(OICR,CA)	Created
60842	PLEKHG2	hsa-miR-4793-3p	ProstateCancer(OICR,CA)	Created
61050	PHLPP2	hsa-miR-421	ProstateCancer(OICR,CA)	Disrupted
61348	RBMX	hsa-miR-548aw	ProstateCancer(OICR,CA)	Created
61611	TP53INP1	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Created
61612	TP53INP1	hsa-miR-4263	LiverCancer(RIKEN,JP)	Disrupted
61613	TP53INP1	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Disrupted
61614	TP53INP1	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
61615	TP53INP1	hsa-miR-1277-5p	LiverCancer(RIKEN,JP)	Created
61616	TP53INP1	hsa-miR-4263	LiverCancer(RIKEN,JP)	Disrupted
61617	TP53INP1	hsa-miR-576-5p	LiverCancer(RIKEN,JP)	Disrupted
61618	TP53INP1	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
61758	MAF	hsa-miR-193b-3p	LiverCancer(RIKEN,JP)	Disrupted
61759	MAF	hsa-miR-4435	LiverCancer(RIKEN,JP)	Disrupted
61760	MAF	hsa-miR-548av-3p	LiverCancer(RIKEN,JP)	Disrupted
61761	MAF	hsa-miR-548g-3p	LiverCancer(RIKEN,JP)	Disrupted
62096	MTSS1	hsa-miR-3664-5p	LiverCancer(RIKEN,JP)	Created
62099	DAB2IP	hsa-miR-1260a	LiverCancer(RIKEN,JP)	Disrupted
62100	DAB2IP	hsa-miR-1260b	LiverCancer(RIKEN,JP)	Disrupted
62873	MAFB	hsa-miR-5681b	LiverCancer(RIKEN,JP)	Created
63164	TEP1	hsa-miR-5581-3p	LiverCancer(RIKEN,JP)	Disrupted
63874	TMEM127	hsa-miR-4309	LiverCancer(RIKEN,JP)	Disrupted
63875	TMEM127	hsa-miR-4309	LiverCancer(RIKEN,JP)	Disrupted
64467	APC	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
64468	APC	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
64469	APC	hsa-miR-607	LiverCancer(RIKEN,JP)	Created
64760	HIF3A	hsa-miR-23a-5p	LiverCancer(RIKEN,JP)	Created
64761	HIF3A	hsa-miR-4507	LiverCancer(RIKEN,JP)	Created
64762	HIF3A	hsa-miR-23a-5p	LiverCancer(RIKEN,JP)	Created
64763	HIF3A	hsa-miR-4507	LiverCancer(RIKEN,JP)	Created
