	Genesymbol	miRNA	Cancertype	Targetsiteclass
27203	PICALM	hsa-miR-1305	ProstateCancer(OICR,CA)	Created
27204	PICALM	hsa-miR-1305	ProstateCancer(OICR,CA)	Created
27205	PICALM	hsa-miR-1305	ProstateCancer(OICR,CA)	Created
27254	LHFP	hsa-miR-125b-2-3p	LiverCancer(RIKEN,JP)	Created
27256	HOXD11	hsa-miR-4434	LiverCancer(RIKEN,JP)	Created
27279	FAS	hsa-miR-485-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
27450	FAS	hsa-let-7g-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
27493	WHSC1	hsa-miR-16-5p	LiverCancer(NCC,JP)	Created
27551	PDGFRB	hsa-miR-4670-3p	LiverCancer(NCC,JP)	Created
27610	PTPRB	hsa-miR-147b	LiverCancer(NCC,JP)	Created
27611	PTPRB	hsa-miR-147b	LiverCancer(NCC,JP)	Created
27612	PTPRB	hsa-miR-147b	LiverCancer(NCC,JP)	Created
27613	PTPRB	hsa-miR-147b	LiverCancer(NCC,JP)	Created
27741	PBX1	hsa-miR-4252	LiverCancer(RIKEN,JP)	Created
27777	ERCC4	hsa-miR-4722-5p	ProstateCancer(OICR,CA)	Created
27779	ARHGAP26	hsa-miR-4684-5p	ProstateCancer(OICR,CA)	Created
27780	ARHGAP26	hsa-miR-4684-5p	ProstateCancer(OICR,CA)	Created
27915	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27916	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27917	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27918	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27919	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27920	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27921	ZNF331	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
27987	5-Sep	hsa-miR-4716-3p	ColonAdenocarcinoma(TCGA,US)	Created
27988	5-Sep	hsa-miR-4716-3p	ColonAdenocarcinoma(TCGA,US)	Created
27995	GAS7	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
27996	GAS7	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
27997	GAS7	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
27998	GAS7	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
28029	TBL1XR1	hsa-let-7e-5p	LiverCancer(RIKEN,JP)	Created
28038	ELK4	hsa-miR-631	LiverCancer(NCC,JP)	Created
28060	GAS7	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
28061	GAS7	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
28062	GAS7	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
28063	GAS7	hsa-miR-20a-5p	ProstateCancer(OICR,CA)	Created
28083	EPS15	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Created
28084	EPS15	hsa-miR-1271-5p	LiverCancer(RIKEN,JP)	Created
28117	PAFAH1B2	hsa-miR-372	ProstateCancer(OICR,CA)	Created
28123	AKT2	hsa-miR-106b-5p	ProstateCancer(OICR,CA)	Created
28124	AKT2	hsa-miR-106b-5p	ProstateCancer(OICR,CA)	Created
28125	AKT2	hsa-miR-106b-5p	ProstateCancer(OICR,CA)	Created
28135	KIT	hsa-miR-4802-5p	LiverCancer(RIKEN,JP)	Created
28136	KIT	hsa-miR-4802-5p	LiverCancer(RIKEN,JP)	Created
28245	BCL9	hsa-miR-329	LiverCancer(NCC,JP)	Disrupted
28246	BCL9	hsa-miR-362-3p	LiverCancer(NCC,JP)	Disrupted
28256	FAS	hsa-let-7a-2-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28306	WHSC1	hsa-miR-634	LiverCancer(NCC,JP)	Created
28434	SDHC	hsa-miR-541-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28435	SDHC	hsa-miR-541-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28436	SDHC	hsa-miR-541-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28531	ATRX	hsa-miR-759	LiverCancer(RIKEN,JP)	Created
28532	ATRX	hsa-miR-759	LiverCancer(RIKEN,JP)	Created
28542	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28543	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28544	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28545	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28546	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28547	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28548	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28549	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28550	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28551	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28552	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28553	ABI1	hsa-miR-302d-5p	LiverCancer(NCC,JP)	Created
28582	FANCA	hsa-miR-3960	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28623	SUZ12	hsa-miR-3161	ProstateCancer(OICR,CA)	Created
28661	DDX10	hsa-miR-4693-3p	LiverCancer(NCC,JP)	Created
28665	NRG1	hsa-miR-147b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28666	NRG1	hsa-miR-147b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28667	NRG1	hsa-miR-147b	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
28686	JAK3	hsa-miR-766-3p	ProstateCancer(OICR,CA)	Created
28702	SS18L1	hsa-miR-421	LiverCancer(RIKEN,JP)	Disrupted
28709	WHSC1	hsa-miR-195-5p	LiverCancer(NCC,JP)	Created
28714	MYD88	hsa-miR-450a-3p	LiverCancer(NCC,JP)	Created
28715	MYD88	hsa-miR-450a-3p	LiverCancer(NCC,JP)	Created
28716	MYD88	hsa-miR-450a-3p	LiverCancer(NCC,JP)	Created
28718	HEY1	hsa-miR-466	LiverCancer(NCC,JP)	Created
28719	HEY1	hsa-miR-466	LiverCancer(NCC,JP)	Created
28751	KAT6B	hsa-miR-7-1-3p	LiverCancer(RIKEN,JP)	Created
28752	KAT6B	hsa-miR-7-1-3p	LiverCancer(RIKEN,JP)	Created
28753	KAT6B	hsa-miR-7-1-3p	LiverCancer(RIKEN,JP)	Created
28776	MYD88	hsa-miR-450a-3p	LiverCancer(NCC,JP)	Created
28777	MYD88	hsa-miR-450a-3p	LiverCancer(NCC,JP)	Created
28827	BCL6	hsa-miR-4499	LiverCancer(RIKEN,JP)	Created
28828	BCL6	hsa-miR-4499	LiverCancer(RIKEN,JP)	Created
28829	BCL6	hsa-miR-4499	LiverCancer(RIKEN,JP)	Created
28860	GAS7	hsa-miR-4458	LiverCancer(NCC,JP)	Created
28861	GAS7	hsa-miR-4458	LiverCancer(NCC,JP)	Created
28862	GAS7	hsa-miR-4458	LiverCancer(NCC,JP)	Created
28863	GAS7	hsa-miR-4458	LiverCancer(NCC,JP)	Created
28911	NFIB	hsa-miR-330-5p	LiverCancer(RIKEN,JP)	Created
28912	NFIB	hsa-miR-330-5p	LiverCancer(RIKEN,JP)	Created
28915	GNAS	hsa-miR-503	LiverCancer(NCC,JP)	Created
28916	GNAS	hsa-miR-503	LiverCancer(NCC,JP)	Created
29030	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29031	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29032	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29033	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29034	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29035	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29036	MECOM	hsa-miR-25-3p	LiverCancer(RIKEN,JP)	Created
29092	IL6ST	hsa-miR-17-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29140	MYOD1	hsa-miR-4802-5p	LiverCancer(RIKEN,JP)	Created
29141	AKT2	hsa-miR-4436b-3p	LiverCancer(RIKEN,JP)	Disrupted
29257	KAT6A	hsa-miR-5011-3p	BreastCarcinoma(WTSI,UK)	Created
29258	KAT6A	hsa-miR-5011-3p	BreastCarcinoma(WTSI,UK)	Created
29259	KAT6A	hsa-miR-5011-3p	BreastCarcinoma(WTSI,UK)	Created
29260	RNF213	hsa-miR-3190-5p	ProstateCancer(OICR,CA)	Created
29334	HMGA2	hsa-miR-5692a	LiverCancer(RIKEN,JP)	Created
29377	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29378	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29379	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29380	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29381	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29382	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29383	MECOM	hsa-miR-363-3p	LiverCancer(RIKEN,JP)	Created
29433	NFIB	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
29434	NFIB	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
29435	NFIB	hsa-miR-3150a-3p	LiverCancer(RIKEN,JP)	Created
29540	C2orf44	hsa-miR-212-3p	BladderUrothelialCarcinoma(TCGA,US)	Created
29573	TBX3	hsa-miR-1915-5p	LiverCancer(NCC,JP)	Created
29574	TBX3	hsa-miR-1915-5p	LiverCancer(NCC,JP)	Created
29594	MYD88	hsa-miR-635	LiverCancer(NCC,JP)	Disrupted
29595	MYD88	hsa-miR-635	LiverCancer(NCC,JP)	Disrupted
29596	MYD88	hsa-miR-635	LiverCancer(NCC,JP)	Disrupted
29597	MYD88	hsa-miR-635	LiverCancer(NCC,JP)	Disrupted
29598	MYD88	hsa-miR-635	LiverCancer(NCC,JP)	Disrupted
29785	WHSC1	hsa-miR-497-5p	LiverCancer(NCC,JP)	Created
29937	NRG1	hsa-miR-4659a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29938	NRG1	hsa-miR-4659a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29939	NRG1	hsa-miR-4659a-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29941	NRG1	hsa-miR-4659b-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29942	NRG1	hsa-miR-4659b-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29943	NRG1	hsa-miR-4659b-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
29958	PCM1	hsa-miR-526b-3p	ProstateCancer(OICR,CA)	Created
30005	ATP2B3	hsa-miR-4481	GastricCancer(CCGC,CN)	Created
30030	FAS	hsa-miR-539-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30085	TBL1XR1	hsa-let-7g-5p	LiverCancer(RIKEN,JP)	Created
30157	ATRX	hsa-miR-3119	LiverCancer(RIKEN,JP)	Created
30158	ATRX	hsa-miR-3119	LiverCancer(RIKEN,JP)	Created
30352	KIT	hsa-miR-4443	LiverCancer(RIKEN,JP)	Created
30353	KIT	hsa-miR-4443	LiverCancer(RIKEN,JP)	Created
30391	KIAA1598	hsa-miR-4774-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30435	HLA-A	hsa-miR-550b-2-5p	LiverCancer(NCC,JP)	Created
30436	HLA-A	hsa-miR-550b-2-5p	LiverCancer(NCC,JP)	Created
30514	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30515	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30516	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30517	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30518	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30519	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30520	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30521	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30522	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30523	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30524	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30525	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30526	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30527	RUNX1T1	hsa-miR-5689	LiverCancer(RIKEN,JP)	Created
30528	AFF4	hsa-miR-5590-3p	LiverCancer(RIKEN,JP)	Created
30534	ELK4	hsa-miR-4319	LiverCancer(RIKEN,JP)	Created
30541	HLA-A	hsa-miR-4289	LiverCancer(NCC,JP)	Created
30542	HLA-A	hsa-miR-4289	LiverCancer(NCC,JP)	Created
30585	NRG1	hsa-miR-9-5p	BladderUrothelialCarcinoma(TCGA,US)	Created
30586	NRG1	hsa-miR-9-5p	BladderUrothelialCarcinoma(TCGA,US)	Created
30587	NRG1	hsa-miR-9-5p	BladderUrothelialCarcinoma(TCGA,US)	Created
30597	ERBB3	hsa-miR-5096	ProstateCancer(OICR,CA)	Created
30600	LPP	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
30601	LPP	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
30602	LPP	hsa-miR-5087	ProstateCancer(OICR,CA)	Created
30707	WHSC1	hsa-miR-532-5p	LiverCancer(RIKEN,JP)	Created
30708	WHSC1	hsa-miR-532-5p	LiverCancer(RIKEN,JP)	Created
30716	TAL1	hsa-miR-5006-5p	LiverCancer(RIKEN,JP)	Created
30842	GNAS	hsa-miR-490-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
30935	PAX3	hsa-miR-3167	BladderUrothelialCarcinoma(TCGA,US)	Created
30936	PAX3	hsa-miR-3167	BladderUrothelialCarcinoma(TCGA,US)	Created
30937	PAX3	hsa-miR-3167	BladderUrothelialCarcinoma(TCGA,US)	Created
31102	IL6ST	hsa-miR-4711-5p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
31258	PRRX1	hsa-miR-943	LiverCancer(RIKEN,JP)	Created
31453	AKT2	hsa-miR-372	ProstateCancer(OICR,CA)	Created
31454	AKT2	hsa-miR-372	ProstateCancer(OICR,CA)	Created
31455	AKT2	hsa-miR-372	ProstateCancer(OICR,CA)	Created
31549	REL	hsa-miR-5089	ProstateCancer(OICR,CA)	Created
31573	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31574	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31575	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31576	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31577	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31578	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31579	ZNF331	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31621	BTG1	hsa-miR-1913	LiverCancer(RIKEN,JP)	Disrupted
31707	PPFIBP1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31708	PPFIBP1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31709	PPFIBP1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31710	PPFIBP1	hsa-miR-4530	ProstateCancer(OICR,CA)	Created
31740	POT1	hsa-miR-302c-5p	LiverCancer(RIKEN,JP)	Disrupted
31741	POT1	hsa-miR-302c-5p	LiverCancer(RIKEN,JP)	Disrupted
31812	NRG1	hsa-miR-635	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
31813	NRG1	hsa-miR-635	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
31814	NRG1	hsa-miR-635	BladderUrothelialCarcinoma(TCGA,US)	Disrupted
31857	IRF4	hsa-miR-1278	LiverCancer(RIKEN,JP)	Created
31858	IRF4	hsa-miR-1278	LiverCancer(RIKEN,JP)	Created
31859	AFF4	hsa-miR-676-5p	LiverCancer(RIKEN,JP)	Created
31904	HNF1A	hsa-miR-4802-5p	LiverCancer(NCC,JP)	Created
32208	POLE	hsa-miR-4532	LiverCancer(NCC,JP)	Created
32291	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32292	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32293	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32294	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32295	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32296	ERG	hsa-miR-4757-5p	LiverCancer(NCC,JP)	Disrupted
32364	STRN	hsa-miR-452-5p	LiverCancer(RIKEN,JP)	Created
32395	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32396	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32397	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32398	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32399	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32400	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32401	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32402	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32403	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32404	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32405	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32406	ABI1	hsa-miR-3143	LiverCancer(NCC,JP)	Created
32440	STIL	hsa-miR-3612	ProstateCancer(OICR,CA)	Disrupted
32441	STIL	hsa-miR-3612	ProstateCancer(OICR,CA)	Disrupted
32468	SS18	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
32469	SS18	hsa-miR-30b-3p	ProstateCancer(OICR,CA)	Created
32510	TBL1XR1	hsa-let-7a-5p	LiverCancer(RIKEN,JP)	Created
32515	DEK	hsa-miR-618	LiverCancer(NCC,JP)	Created
32516	DEK	hsa-miR-618	LiverCancer(NCC,JP)	Created
32546	POLE	hsa-miR-5090	LiverCancer(NCC,JP)	Created
32568	NRG1	hsa-miR-188-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
32569	NRG1	hsa-miR-188-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
32570	NRG1	hsa-miR-188-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
32594	PCM1	hsa-miR-520e	ProstateCancer(OICR,CA)	Created
32620	SUZ12	hsa-miR-543	ProstateCancer(OICR,CA)	Created
32627	BCL11B	hsa-miR-3683	LiverCancer(RIKEN,JP)	Created
32628	BCL11B	hsa-miR-3683	LiverCancer(RIKEN,JP)	Created
32630	AFF4	hsa-miR-501-3p	LiverCancer(RIKEN,JP)	Created
32637	CCND2	hsa-miR-5010-5p	LiverCancer(RIKEN,JP)	Created
32702	FANCA	hsa-miR-30b-3p	CervicalSquamousCellCarcinoma(TCGA,US)	Created
32735	SS18L1	hsa-miR-4707-3p	ProstateCancer(OICR,CA)	Created
32763	BTG1	hsa-miR-4532	LiverCancer(RIKEN,JP)	Disrupted
32782	CREB1	hsa-miR-3184-5p	LiverCancer(NCC,JP)	Created
32783	CREB1	hsa-miR-3184-5p	LiverCancer(NCC,JP)	Created
32884	BCL6	hsa-miR-4494	LiverCancer(RIKEN,JP)	Created
32885	BCL6	hsa-miR-4494	LiverCancer(RIKEN,JP)	Created
32886	BCL6	hsa-miR-4494	LiverCancer(RIKEN,JP)	Created
32900	ATP2B3	hsa-miR-4758-5p	GastricCancer(CCGC,CN)	Created
32945	SPECC1	hsa-miR-4322	LiverCancer(NCC,JP)	Created
32946	SPECC1	hsa-miR-4322	LiverCancer(NCC,JP)	Created
32947	SPECC1	hsa-miR-4322	LiverCancer(NCC,JP)	Created
32957	POT1	hsa-miR-491-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
32958	POT1	hsa-miR-491-3p	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
33101	C2orf44	hsa-miR-132-3p	BladderUrothelialCarcinoma(TCGA,US)	Created
33272	LHFP	hsa-miR-513b	LiverCancer(RIKEN,JP)	Created
33278	NKX2-1	hsa-miR-5580-5p	LiverCancer(RIKEN,JP)	Disrupted
33279	NKX2-1	hsa-miR-5580-5p	LiverCancer(RIKEN,JP)	Disrupted
33415	AFF4	hsa-miR-142-5p	LiverCancer(RIKEN,JP)	Created
33422	PTPRB	hsa-miR-192-5p	LiverCancer(RIKEN,JP)	Created
33423	PTPRB	hsa-miR-192-5p	LiverCancer(RIKEN,JP)	Created
33424	PTPRB	hsa-miR-192-5p	LiverCancer(RIKEN,JP)	Created
33425	PTPRB	hsa-miR-192-5p	LiverCancer(RIKEN,JP)	Created
33468	WHSC1	hsa-miR-15a-5p	LiverCancer(NCC,JP)	Created
33497	NRG1	hsa-miR-4710	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
33498	NRG1	hsa-miR-4710	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
33499	NRG1	hsa-miR-4710	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
33574	CCND2	hsa-miR-4652-5p	LiverCancer(RIKEN,JP)	Disrupted
33767	RALGDS	hsa-miR-3690	LiverCancer(NCC,JP)	Created
33768	RALGDS	hsa-miR-3690	LiverCancer(NCC,JP)	Created
33769	MYO5A	hsa-miR-2909	LiverCancer(NCC,JP)	Created
33770	MYO5A	hsa-miR-2909	LiverCancer(NCC,JP)	Created
33834	ERCC4	hsa-miR-143-5p	ProstateCancer(OICR,CA)	Disrupted
33851	ABI1	hsa-miR-20a-5p	LiverCancer(RIKEN,JP)	Disrupted
33873	KRAS	hsa-miR-552	LiverCancer(RIKEN,JP)	Created
33926	PAX3	hsa-miR-3915	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34044	NFIB	hsa-miR-2110	LiverCancer(RIKEN,JP)	Created
34045	NFIB	hsa-miR-2110	LiverCancer(RIKEN,JP)	Created
34046	NFIB	hsa-miR-2110	LiverCancer(RIKEN,JP)	Created
34047	RUNX1	hsa-miR-1278	LiverCancer(RIKEN,JP)	Created
34048	RUNX1	hsa-miR-1278	LiverCancer(RIKEN,JP)	Created
34050	TBL1XR1	hsa-miR-4458	LiverCancer(RIKEN,JP)	Created
34087	RARA	hsa-miR-770-5p	LiverCancer(NCC,JP)	Created
34088	RARA	hsa-miR-770-5p	LiverCancer(NCC,JP)	Created
34089	RARA	hsa-miR-770-5p	LiverCancer(NCC,JP)	Created
34090	RARA	hsa-miR-770-5p	LiverCancer(NCC,JP)	Created
34151	FANCF	hsa-miR-661	ProstateCancer(OICR,CA)	Created
34250	SDHC	hsa-miR-3674	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34251	SDHC	hsa-miR-3674	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34252	SDHC	hsa-miR-3674	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34257	IL6ST	hsa-miR-520g	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34302	MDM2	hsa-miR-4684-5p	ProstateCancer(OICR,CA)	Created
34312	WHSC1	hsa-miR-532-5p	LiverCancer(RIKEN,JP)	Created
34313	WHSC1	hsa-miR-532-5p	LiverCancer(RIKEN,JP)	Created
34328	ELK4	hsa-miR-670	LiverCancer(RIKEN,JP)	Created
34331	TAL1	hsa-miR-4755-3p	LiverCancer(RIKEN,JP)	Created
34405	CARS	hsa-miR-1276	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34406	CARS	hsa-miR-1276	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Created
34538	JAK2	hsa-miR-129-5p	LiverCancer(NCC,JP)	Created
34640	GAS7	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
34641	GAS7	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
34642	GAS7	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
34643	GAS7	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
34644	GAS7	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
34645	GAS7	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
34646	GAS7	hsa-miR-106a-5p	ProstateCancer(OICR,CA)	Created
34647	GAS7	hsa-miR-17-5p	ProstateCancer(OICR,CA)	Created
34665	PTPRB	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
34666	PTPRB	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
34667	PTPRB	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
34668	PTPRB	hsa-miR-4733-5p	ProstateCancer(OICR,CA)	Created
34684	MAP2K1	hsa-miR-3924	LiverCancer(RIKEN,JP)	Created
34698	SPEN	hsa-miR-589-3p	LiverCancer(RIKEN,JP)	Created
34724	H3F3B	hsa-miR-129-5p	LiverCancer(RIKEN,JP)	Created
34886	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34887	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34888	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34889	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34890	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34891	FGFR2	hsa-miR-323b-3p	GastricCancer(CCGC,CN)	Created
34905	SLC34A2	hsa-miR-4445-5p	LiverCancer(NCC,JP)	Created
34906	SLC34A2	hsa-miR-4445-5p	LiverCancer(NCC,JP)	Created
34907	SLC34A2	hsa-miR-4445-5p	LiverCancer(NCC,JP)	Created
34937	HRAS	hsa-miR-1281	LiverCancer(NCC,JP)	Created
34938	HRAS	hsa-miR-1281	LiverCancer(NCC,JP)	Created
35055	PAX7	hsa-miR-2681-3p	LiverCancer(RIKEN,JP)	Created
35066	GPHN	hsa-miR-3607-3p	LiverCancer(NCC,JP)	Created
35067	GPHN	hsa-miR-3607-3p	LiverCancer(NCC,JP)	Created
35085	WHSC1	hsa-miR-497-5p	LiverCancer(NCC,JP)	Created
35195	MDM4	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
35196	MDM4	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
35197	MDM4	hsa-miR-411-5p	ProstateCancer(OICR,CA)	Created
35221	ATRX	hsa-miR-1208	LiverCancer(RIKEN,JP)	Created
35222	ATRX	hsa-miR-1208	LiverCancer(RIKEN,JP)	Created
35262	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35263	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35264	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35265	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35266	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35267	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
35268	ABI1	hsa-miR-302b-5p	LiverCancer(NCC,JP)	Created
